curso_codigo,curso_nome,masc_branca,masc_preta,masc_parda,fem_branca,fem_preta,fem_parda
118682,CIÊNCIAS CONTÁBEIS,21,7,18,54,7,41
118686,CIÊNCIAS CONTÁBEIS,15,2,26,23,3,24
118692,CIÊNCIAS CONTÁBEIS,0,0,1,1,0,6
118788,CIÊNCIAS CONTÁBEIS,4,0,0,7,1,1
118814,CIÊNCIAS CONTÁBEIS,117,11,10,173,10,18
118860,CIÊNCIAS CONTÁBEIS,98,4,9,215,9,6
118956,CIÊNCIAS CONTÁBEIS,5,0,10,11,0,6
118980,CIÊNCIAS CONTÁBEIS,13,1,2,42,2,5
118992,CIÊNCIAS CONTÁBEIS,0,1,14,0,0,36
119152,CIÊNCIAS CONTÁBEIS,3,0,2,2,1,6
119536,CIÊNCIAS CONTÁBEIS,2,0,0,14,0,0
119656,CIÊNCIAS CONTÁBEIS,5,0,0,14,0,0
119789,CIÊNCIAS CONTÁBEIS,15,0,0,23,0,0
119816,CIÊNCIAS CONTÁBEIS,15,1,8,21,1,12
119826,CIÊNCIAS CONTÁBEIS,22,5,9,70,6,18
119864,CIÊNCIAS CONTÁBEIS,23,11,3,13,14,4
119866,CIÊNCIAS CONTÁBEIS,21,1,3,39,1,7
119868,CIÊNCIAS CONTÁBEIS,28,0,3,17,0,6
119976,CIÊNCIAS CONTÁBEIS,61,12,45,97,17,44
120412,CIÊNCIAS CONTÁBEIS,6,0,0,3,0,1
120428,CIÊNCIAS CONTÁBEIS,5,0,0,10,2,0
120450,CIÊNCIAS CONTÁBEIS,76,12,66,74,9,74
120643,CIÊNCIAS CONTÁBEIS,22,2,36,22,4,66
120647,CIÊNCIAS CONTÁBEIS,59,4,4,146,7,5
120820,CIÊNCIAS CONTÁBEIS,0,0,6,4,0,8
121179,CIÊNCIAS CONTÁBEIS,37,2,10,108,0,14
122148,CIÊNCIAS CONTÁBEIS,60,14,33,88,5,50
122516,CIÊNCIAS CONTÁBEIS,92,14,28,148,23,38
122566,CIÊNCIAS CONTÁBEIS,1,0,0,3,0,0
122813,CIÊNCIAS CONTÁBEIS,9,0,93,2,1,87
123069,CIÊNCIAS CONTÁBEIS,9,0,7,5,1,13
123110,CIÊNCIAS CONTÁBEIS,53,10,22,56,9,34
150038,CIÊNCIAS CONTÁBEIS,12,0,0,24,0,2
150057,CIÊNCIAS CONTÁBEIS,25,0,4,41,0,7
150134,CIÊNCIAS CONTÁBEIS,3,0,0,1,0,0
150212,CIÊNCIAS CONTÁBEIS,83,20,55,126,17,70
1006651,CIÊNCIAS CONTÁBEIS,33,0,15,30,0,6
1007616,CIÊNCIAS CONTÁBEIS,66,8,27,133,17,49
1009393,CIÊNCIAS CONTÁBEIS,11,2,14,21,4,26
1009407,CIÊNCIAS CONTÁBEIS,3,0,1,6,0,1
1014152,CIÊNCIAS CONTÁBEIS,5,2,9,8,1,19
1028406,CIÊNCIAS CONTÁBEIS,13,0,2,22,1,7
1029381,CIÊNCIAS CONTÁBEIS,56,1,3,149,3,11
1043151,CIÊNCIAS CONTÁBEIS,8,0,1,65,3,11
1047528,CIÊNCIAS CONTÁBEIS,86,10,185,115,16,221
1047903,CIÊNCIAS CONTÁBEIS,15,0,29,22,3,34
1048101,CIÊNCIAS CONTÁBEIS,1,0,0,3,1,0
1048371,CIÊNCIAS CONTÁBEIS,11,0,7,18,0,6
1049654,CIÊNCIAS CONTÁBEIS,26,12,21,34,13,42
1050049,CIÊNCIAS CONTÁBEIS,20,0,0,59,0,1
1052822,CIÊNCIAS CONTÁBEIS,21,14,39,31,12,34
1054088,CIÊNCIAS CONTÁBEIS,90,2,6,170,2,14
1055543,CIÊNCIAS CONTÁBEIS,22,1,0,58,2,3
1058506,CIÊNCIAS CONTÁBEIS,12,1,4,25,0,9
1058919,CIÊNCIAS CONTÁBEIS,17,5,11,20,2,15
1058993,CIÊNCIAS CONTÁBEIS,26,1,3,85,1,5
1059142,CIÊNCIAS CONTÁBEIS,5,0,1,5,0,0
1059204,CIÊNCIAS CONTÁBEIS,7,2,3,5,2,1
1059665,CIÊNCIAS CONTÁBEIS,27,0,7,16,0,5
1069335,CIÊNCIAS CONTÁBEIS,14,2,1,22,0,2
1070318,CIÊNCIAS CONTÁBEIS,47,17,132,117,24,280
1070763,CIÊNCIAS CONTÁBEIS,1,0,2,2,0,2
1071940,CIÊNCIAS CONTÁBEIS,34,2,8,23,0,7
1073694,CIÊNCIAS CONTÁBEIS,4,1,12,5,3,45
1074143,CIÊNCIAS CONTÁBEIS,51,3,3,94,8,11
1074692,CIÊNCIAS CONTÁBEIS,4,0,0,17,1,1
1076124,CIÊNCIAS CONTÁBEIS,33,0,1,43,0,1
1076657,CIÊNCIAS CONTÁBEIS,7,1,15,10,0,11
1076807,CIÊNCIAS CONTÁBEIS,4,2,13,11,6,10
1077150,CIÊNCIAS CONTÁBEIS,0,0,3,0,2,8
1078460,CIÊNCIAS CONTÁBEIS,29,2,12,104,3,18
1078773,CIÊNCIAS CONTÁBEIS,34,3,18,59,1,9
1080800,CIÊNCIAS CONTÁBEIS,74,0,1,44,0,2
1081078,CIÊNCIAS CONTÁBEIS,0,0,0,1,0,0
1083222,CIÊNCIAS CONTÁBEIS,14,0,0,20,1,0
1085630,CIÊNCIAS CONTÁBEIS,11,2,19,8,3,10
1087197,CIÊNCIAS CONTÁBEIS,4,0,6,3,1,9
1088266,CIÊNCIAS CONTÁBEIS,1,1,3,0,0,4
1099714,CIÊNCIAS CONTÁBEIS,43,1,10,55,1,15
1100620,CIÊNCIAS CONTÁBEIS,19,1,1,69,1,2
1100831,CIÊNCIAS CONTÁBEIS,4,0,3,6,1,1
1102664,CIÊNCIAS CONTÁBEIS,3,10,2,3,5,3
1104028,CIÊNCIAS CONTÁBEIS,2,1,11,1,1,18
1104696,CIÊNCIAS CONTÁBEIS,2,2,5,1,0,2
1107184,CIÊNCIAS CONTÁBEIS,12,0,0,20,0,0
1107861,CIÊNCIAS CONTÁBEIS,50,7,16,76,19,31
1108679,CIÊNCIAS CONTÁBEIS,2,1,2,7,0,0
1108929,CIÊNCIAS CONTÁBEIS,0,0,0,2,1,0
1111368,CIÊNCIAS CONTÁBEIS,8,43,5,9,36,3
1111410,CIÊNCIAS CONTÁBEIS,1,0,7,2,0,16
1111954,CIÊNCIAS CONTÁBEIS,77,17,34,122,14,54
1112475,CIÊNCIAS CONTÁBEIS,4,1,2,8,0,2
1114325,CIÊNCIAS CONTÁBEIS,6,3,5,12,3,2
1114876,CIÊNCIAS CONTÁBEIS,25,0,5,38,0,10
1114971,CIÊNCIAS CONTÁBEIS,88,0,25,135,1,28
1117514,CIÊNCIAS CONTÁBEIS,48,0,3,104,0,17
1118991,CIÊNCIAS CONTÁBEIS,15,2,5,58,5,9
1119038,CIÊNCIAS CONTÁBEIS,7,1,0,7,3,2
1120471,CIÊNCIAS CONTÁBEIS,2,2,2,11,0,1
1120719,CIÊNCIAS CONTÁBEIS,8,5,22,33,17,56
1121145,CIÊNCIAS CONTÁBEIS,0,0,6,1,0,5
1121485,CIÊNCIAS CONTÁBEIS,5,1,1,2,0,0
1122316,CIÊNCIAS CONTÁBEIS,48,6,15,71,6,25
1123373,CIÊNCIAS CONTÁBEIS,22,4,23,26,7,36
1123959,CIÊNCIAS CONTÁBEIS,11,6,11,24,3,28
1125881,CIÊNCIAS CONTÁBEIS,49,12,29,31,9,25
1127100,CIÊNCIAS CONTÁBEIS,28,0,1,40,0,4
1127370,CIÊNCIAS CONTÁBEIS,15,2,7,22,5,3
1128678,CIÊNCIAS CONTÁBEIS,65,6,19,75,9,22
1130457,CIÊNCIAS CONTÁBEIS,7,4,11,8,2,23
1132074,CIÊNCIAS CONTÁBEIS,80,13,27,109,15,43
1134301,CIÊNCIAS CONTÁBEIS,10,14,5,14,16,1
1134615,CIÊNCIAS CONTÁBEIS,0,0,1,4,0,0
1136442,CIÊNCIAS CONTÁBEIS,23,0,0,30,0,4
1136480,CIÊNCIAS CONTÁBEIS,53,11,33,97,18,54
1138327,CIÊNCIAS CONTÁBEIS,13,0,1,33,0,4
1139045,CIÊNCIAS CONTÁBEIS,30,7,20,27,8,19
1139770,CIÊNCIAS CONTÁBEIS,2,11,15,2,19,27
1140276,CIÊNCIAS CONTÁBEIS,2,1,0,7,0,1
1141863,CIÊNCIAS CONTÁBEIS,10,1,31,24,0,51
1146670,CIÊNCIAS CONTÁBEIS,4,3,0,10,7,0
1146691,CIÊNCIAS CONTÁBEIS,3,0,0,4,0,1
1147177,CIÊNCIAS CONTÁBEIS,41,4,7,37,1,11
1148034,CIÊNCIAS CONTÁBEIS,11,9,18,8,10,15
1149337,CIÊNCIAS CONTÁBEIS,83,5,26,57,3,18
1150248,CIÊNCIAS CONTÁBEIS,16,8,44,14,6,60
1150389,CIÊNCIAS CONTÁBEIS,5,0,1,7,1,1
1150547,CIÊNCIAS CONTÁBEIS,34,2,7,72,2,7
1151098,CIÊNCIAS CONTÁBEIS,3,0,3,3,0,6
1151169,CIÊNCIAS CONTÁBEIS,15,4,30,16,1,26
1152120,CIÊNCIAS CONTÁBEIS,30,1,4,24,3,13
1152212,CIÊNCIAS CONTÁBEIS,15,1,3,69,1,4
1152440,CIÊNCIAS CONTÁBEIS,15,7,27,23,6,35
1152859,CIÊNCIAS CONTÁBEIS,10,2,1,12,0,1
1153668,CIÊNCIAS CONTÁBEIS,0,0,4,6,2,5
1153684,CIÊNCIAS CONTÁBEIS,31,12,43,84,23,91
1154340,CIÊNCIAS CONTÁBEIS,22,4,6,74,0,9
1154807,CIÊNCIAS CONTÁBEIS,4,0,16,6,0,33
1154826,CIÊNCIAS CONTÁBEIS,12,7,59,11,2,55
1154914,CIÊNCIAS CONTÁBEIS,1,0,1,0,0,0
1156378,CIÊNCIAS CONTÁBEIS,2,4,11,3,2,18
1160480,CIÊNCIAS CONTÁBEIS,51,0,2,54,0,4
1161561,CIÊNCIAS CONTÁBEIS,4,1,11,4,2,8
1162578,CIÊNCIAS CONTÁBEIS,33,1,0,81,0,8
1163297,CIÊNCIAS CONTÁBEIS,6,0,12,4,4,20
1163568,CIÊNCIAS CONTÁBEIS,2,0,2,4,0,2
1163752,CIÊNCIAS CONTÁBEIS,5,0,0,7,1,0
1164645,CIÊNCIAS CONTÁBEIS,3,0,1,0,0,0
1164688,CIÊNCIAS CONTÁBEIS,32,1,4,90,4,11
1165338,CIÊNCIAS CONTÁBEIS,6,0,4,12,0,3
1165973,CIÊNCIAS CONTÁBEIS,42,12,44,64,17,68
1166463,CIÊNCIAS CONTÁBEIS,2,2,1,6,0,0
1167054,CIÊNCIAS CONTÁBEIS,37,14,20,62,8,23
1167088,CIÊNCIAS CONTÁBEIS,32,4,22,27,2,23
1167109,CIÊNCIAS CONTÁBEIS,29,4,11,37,8,18
1167869,CIÊNCIAS CONTÁBEIS,7,3,5,6,1,3
1167917,CIÊNCIAS CONTÁBEIS,0,1,0,0,0,0
1168220,CIÊNCIAS CONTÁBEIS,0,0,0,0,2,2
1169503,CIÊNCIAS CONTÁBEIS,27,3,23,42,3,18
1169961,CIÊNCIAS CONTÁBEIS,1,0,0,0,1,0
1170256,CIÊNCIAS CONTÁBEIS,8,0,0,8,0,4
1170936,CIÊNCIAS CONTÁBEIS,1,3,2,1,1,6
1171771,CIÊNCIAS CONTÁBEIS,14,4,35,14,3,40
1172853,CIÊNCIAS CONTÁBEIS,0,0,2,0,1,3
1173023,CIÊNCIAS CONTÁBEIS,0,0,1,0,0,0
1175738,CIÊNCIAS CONTÁBEIS,11,3,7,11,7,18
1177243,CIÊNCIAS CONTÁBEIS,32,17,27,46,25,68
1177360,CIÊNCIAS CONTÁBEIS,3,0,3,7,1,11
1177420,CIÊNCIAS CONTÁBEIS,13,11,3,8,10,5
1177668,CIÊNCIAS CONTÁBEIS,8,0,9,1,0,8
1178677,CIÊNCIAS CONTÁBEIS,16,1,14,10,5,10
1178810,CIÊNCIAS CONTÁBEIS,1,2,18,4,0,25
1178817,CIÊNCIAS CONTÁBEIS,18,3,7,31,0,11
1179134,CIÊNCIAS CONTÁBEIS,3,1,2,1,0,1
1179149,CIÊNCIAS CONTÁBEIS,4,1,2,4,2,1
1179489,CIÊNCIAS CONTÁBEIS,42,9,15,64,5,16
1180614,CIÊNCIAS CONTÁBEIS,6,0,2,11,1,5
1180712,CIÊNCIAS CONTÁBEIS,43,5,4,44,3,7
1182321,CIÊNCIAS CONTÁBEIS,9,5,2,28,18,0
1183351,CIÊNCIAS CONTÁBEIS,4,1,12,9,12,17
1183400,CIÊNCIAS CONTÁBEIS,7,0,2,11,1,3
1184744,CIÊNCIAS CONTÁBEIS,4,2,4,3,1,3
1184922,CIÊNCIAS CONTÁBEIS,2,0,2,6,2,2
1185310,CIÊNCIAS CONTÁBEIS,17,2,6,26,1,15
1185322,CIÊNCIAS CONTÁBEIS,14,0,6,14,0,1
1186246,CIÊNCIAS CONTÁBEIS,27,0,0,36,0,0
1186807,CIÊNCIAS CONTÁBEIS,5,0,1,2,1,5
1186911,CIÊNCIAS CONTÁBEIS,9,0,1,14,0,1
1187275,CIÊNCIAS CONTÁBEIS,15,11,0,16,9,2
1187354,CIÊNCIAS CONTÁBEIS,1,1,1,0,0,0
1187396,CIÊNCIAS CONTÁBEIS,17,17,27,32,18,49
1188431,CIÊNCIAS CONTÁBEIS,1,0,2,2,0,2
1189580,CIÊNCIAS CONTÁBEIS,5,1,0,10,1,1
1189815,CIÊNCIAS CONTÁBEIS,4,5,64,19,8,95
1189915,CIÊNCIAS CONTÁBEIS,4,1,36,5,1,41
1190186,CIÊNCIAS CONTÁBEIS,32,2,5,30,2,4
1190949,CIÊNCIAS CONTÁBEIS,4,1,5,10,3,10
1193394,CIÊNCIAS CONTÁBEIS,13,3,18,8,4,18
1200353,CIÊNCIAS CONTÁBEIS,1,1,3,2,0,0
1202556,CIÊNCIAS CONTÁBEIS,9,3,4,22,5,18
1203394,CIÊNCIAS CONTÁBEIS,21,4,31,47,7,46
1204134,CIÊNCIAS CONTÁBEIS,10,0,1,15,1,0
1204168,CIÊNCIAS CONTÁBEIS,8,10,1,6,11,3
1204242,CIÊNCIAS CONTÁBEIS,1,1,1,5,1,3
1204381,CIÊNCIAS CONTÁBEIS,15,6,14,25,6,14
1204487,CIÊNCIAS CONTÁBEIS,2,0,0,2,0,1
1204564,CIÊNCIAS CONTÁBEIS,3,2,2,4,2,9
1204819,CIÊNCIAS CONTÁBEIS,8,3,37,7,1,33
1204845,CIÊNCIAS CONTÁBEIS,63,98,30,70,158,32
1204855,CIÊNCIAS CONTÁBEIS,0,0,2,0,0,0
1204894,CIÊNCIAS CONTÁBEIS,3,0,5,4,0,2
1204948,CIÊNCIAS CONTÁBEIS,0,0,0,2,1,0
1205405,CIÊNCIAS CONTÁBEIS,11,0,1,19,0,0
1205410,CIÊNCIAS CONTÁBEIS,0,0,2,0,0,1
1205450,CIÊNCIAS CONTÁBEIS,8,6,17,12,5,29
1205520,CIÊNCIAS CONTÁBEIS,1,0,2,8,0,2
1214181,CIÊNCIAS CONTÁBEIS,3,1,0,2,0,1
1257801,CIÊNCIAS CONTÁBEIS,2,1,0,7,1,1
1258455,CIÊNCIAS CONTÁBEIS,26,1,1,34,2,0
1258685,CIÊNCIAS CONTÁBEIS,3,0,6,7,1,4
1258830,CIÊNCIAS CONTÁBEIS,63,16,43,38,13,30
1258977,CIÊNCIAS CONTÁBEIS,3,1,1,0,1,2
1259069,CIÊNCIAS CONTÁBEIS,8,8,11,19,8,30
1259130,CIÊNCIAS CONTÁBEIS,2,0,4,9,1,5
1259253,CIÊNCIAS CONTÁBEIS,1,0,5,4,3,4
1260319,CIÊNCIAS CONTÁBEIS,2,0,3,0,0,5
1262838,CIÊNCIAS CONTÁBEIS,1,0,0,0,0,2
1265852,CIÊNCIAS CONTÁBEIS,0,0,0,2,0,0
1268283,CIÊNCIAS CONTÁBEIS,15,0,11,11,0,5
1270315,CIÊNCIAS CONTÁBEIS,2,0,10,7,1,14
1270650,CIÊNCIAS CONTÁBEIS,1,0,19,0,1,24
1273013,CIÊNCIAS CONTÁBEIS,79,11,41,111,13,53
1279328,CIÊNCIAS CONTÁBEIS,4,0,4,9,1,8
1279795,CIÊNCIAS CONTÁBEIS,7,0,3,9,2,5
1282870,CIÊNCIAS CONTÁBEIS,6,1,17,9,5,11
1286482,CIÊNCIAS CONTÁBEIS,9,15,18,8,17,20
1288732,CIÊNCIAS CONTÁBEIS,4,0,0,4,0,0
1292996,CIÊNCIAS CONTÁBEIS,5,0,0,4,0,0
1313165,CIÊNCIAS CONTÁBEIS,0,0,1,0,0,0
1321651,CIÊNCIAS CONTÁBEIS,1,0,0,0,0,1
2500010,CIÊNCIAS CONTÁBEIS,0,0,1,0,0,1
5000009,CIÊNCIAS CONTÁBEIS,72,3,11,100,2,23
5000034,CIÊNCIAS CONTÁBEIS,45,3,13,59,2,12
5000187,CIÊNCIAS CONTÁBEIS,61,2,2,64,2,6
5000203,CIÊNCIAS CONTÁBEIS,50,6,66,78,13,110
5000267,CIÊNCIAS CONTÁBEIS,3,2,9,4,0,7
5000347,CIÊNCIAS CONTÁBEIS,0,0,18,2,0,50
5000348,CIÊNCIAS CONTÁBEIS,29,3,36,29,1,31
5000472,CIÊNCIAS CONTÁBEIS,4,31,14,2,35,14
5000551,CIÊNCIAS CONTÁBEIS,6,0,3,10,0,1
5000558,CIÊNCIAS CONTÁBEIS,16,0,4,43,0,8
5000772,CIÊNCIAS CONTÁBEIS,0,1,11,4,0,6
5000966,CIÊNCIAS CONTÁBEIS,6,0,6,21,1,18
5000993,CIÊNCIAS CONTÁBEIS,10,1,7,14,0,11
5001004,CIÊNCIAS CONTÁBEIS,7,3,3,15,0,8
5001005,CIÊNCIAS CONTÁBEIS,3,0,3,8,2,6
5001224,CIÊNCIAS CONTÁBEIS,34,7,32,36,5,56
5001225,CIÊNCIAS CONTÁBEIS,12,8,12,9,1,13
5001231,CIÊNCIAS CONTÁBEIS,1,0,0,0,0,0
91605,CIÊNCIAS DA ATIVIDADE FÍSICA,70,7,16,53,7,9
3211,CIÊNCIAS DA COMPUTAÇÃO,232,5,15,32,1,2
14098,CIÊNCIAS DA COMPUTAÇÃO,55,21,61,11,5,10
1103664,CIÊNCIAS DA COMPUTAÇÃO,8,9,29,3,6,12
1105085,CIÊNCIAS DA COMPUTAÇÃO,29,0,8,1,0,0
1117811,CIÊNCIAS DA COMPUTAÇÃO,50,10,72,4,4,9
1164656,CIÊNCIAS DA COMPUTAÇÃO,9,0,11,1,0,1
1165300,CIÊNCIAS DA COMPUTAÇÃO,33,3,12,6,0,2
1190071,CIÊNCIAS DA COMPUTAÇÃO,125,9,115,15,1,17
1193782,CIÊNCIAS DA COMPUTAÇÃO,2,0,0,0,0,0
1205617,CIÊNCIAS DA COMPUTAÇÃO,2,0,0,0,0,0
1257566,CIÊNCIAS DA COMPUTAÇÃO,26,0,3,4,0,0
1258063,CIÊNCIAS DA COMPUTAÇÃO,10,2,18,0,0,3
1270472,CIÊNCIAS DA COMPUTAÇÃO,2,0,1,2,0,0
5000951,CIÊNCIAS DA COMPUTAÇÃO,57,24,128,6,1,22
60178,CIÊNCIAS DA INFORMAÇÃO E DA DOCUMENTAÇÃO E BIBLIOTECONOMIA,38,5,5,55,5,10
44250,CIÊNCIAS DA NATUREZA,6,2,3,26,5,12
44251,CIÊNCIAS DA NATUREZA,7,0,2,6,0,2
44252,CIÊNCIAS DA NATUREZA,1,0,2,15,2,5
91630,CIÊNCIAS DA NATUREZA,57,13,22,85,11,27
116950,CIÊNCIAS DA NATUREZA,0,1,1,3,1,7
116964,CIÊNCIAS DA NATUREZA,5,1,7,2,1,5
1103343,CIÊNCIAS DA NATUREZA,9,0,4,4,5,0
1103698,CIÊNCIAS DA NATUREZA,34,3,11,62,2,11
1168548,CIÊNCIAS DA NATUREZA,14,1,27,39,9,57
1179697,CIÊNCIAS DA NATUREZA,0,0,1,0,0,0
1183788,CIÊNCIAS DA NATUREZA,1,2,6,6,8,20
1188908,CIÊNCIAS DA NATUREZA,37,38,114,37,23,116
5000917,CIÊNCIAS DA NATUREZA,6,1,3,26,1,0
150257,"CIÊNCIAS DA NATUREZA - BIOLOGIA, FÍSICA E QUÍMICA",18,3,8,19,1,7
1160759,CIÊNCIAS DA NATUREZA - QUÍMICA,4,4,13,5,0,13
1146146,CIÊNCIAS DA NATUREZA E MATEMÁTICA,8,32,29,9,12,32
1185663,CIÊNCIAS DA NATUREZA E MATEMÁTICA,1,0,1,2,0,5
1264894,CIÊNCIAS DA NATUREZA E MATEMÁTICA,0,11,5,0,17,26
18016,CIÊNCIAS DA RELIGIÃO,3,0,0,5,0,0
45949,CIÊNCIAS DA RELIGIÃO,14,8,47,27,14,99
54874,CIÊNCIAS DA RELIGIÃO,5,2,1,5,5,12
63288,CIÊNCIAS DA RELIGIÃO,35,4,47,26,12,33
111214,CIÊNCIAS DA RELIGIÃO,0,0,33,0,0,67
115180,CIÊNCIAS DA RELIGIÃO,0,0,0,9,1,1
1117592,CIÊNCIAS DA RELIGIÃO,0,0,0,1,0,0
1152854,CIÊNCIAS DA RELIGIÃO,37,5,10,34,9,6
1182902,CIÊNCIAS DA RELIGIÃO,11,7,51,11,13,38
1212039,CIÊNCIAS DA RELIGIÃO - ENSINO RELIGIOSO,2,0,0,0,0,0
1212041,CIÊNCIAS DA RELIGIÃO - ENSINO RELIGIOSO,2,0,2,6,0,0
116826,CIÊNCIAS DAS RELIGIÕES,28,5,23,32,6,32
1162838,CIÊNCIAS DAS RELIGIÕES,21,7,24,13,3,19
118058,CIÊNCIAS DE ALIMENTOS,0,0,6,2,1,4
2865,CIÊNCIAS DE COMPUTAÇÃO,296,9,30,18,0,2
123342,CIÊNCIAS DO ESTADO,28,15,30,38,20,34
51958,CIÊNCIAS DOS ALIMENTOS,20,0,1,121,6,10
1178392,CIÊNCIAS DOS MATERIAIS,13,10,22,9,5,18
1103016,CIÊNCIAS E HUMANIDADES,43,72,70,55,58,62
2,CIÊNCIAS ECONÔMICAS,224,55,156,113,32,97
122,CIÊNCIAS ECONÔMICAS,196,28,112,96,20,44
307,CIÊNCIAS ECONÔMICAS,35,9,93,20,13,96
378,CIÊNCIAS ECONÔMICAS,164,28,193,94,10,147
492,CIÊNCIAS ECONÔMICAS,76,38,133,41,22,94
502,CIÊNCIAS ECONÔMICAS,40,14,73,39,8,59
686,CIÊNCIAS ECONÔMICAS,80,15,39,51,5,33
765,CIÊNCIAS ECONÔMICAS,54,0,6,27,0,2
958,CIÊNCIAS ECONÔMICAS,41,3,9,11,1,9
1027,CIÊNCIAS ECONÔMICAS,168,16,31,139,17,17
1104,CIÊNCIAS ECONÔMICAS,285,9,16,237,3,11
1120,CIÊNCIAS ECONÔMICAS,2,0,0,6,0,0
1232,CIÊNCIAS ECONÔMICAS,139,1,11,72,9,4
1314,CIÊNCIAS ECONÔMICAS,25,6,4,20,1,4
1431,CIÊNCIAS ECONÔMICAS,90,12,30,60,7,25
1522,CIÊNCIAS ECONÔMICAS,0,0,0,2,0,0
1652,CIÊNCIAS ECONÔMICAS,637,4,10,419,3,11
1735,CIÊNCIAS ECONÔMICAS,83,0,6,77,1,4
1890,CIÊNCIAS ECONÔMICAS,240,11,21,106,6,10
2011,CIÊNCIAS ECONÔMICAS,491,24,68,232,14,31
2111,CIÊNCIAS ECONÔMICAS,3,2,0,1,1,0
2618,CIÊNCIAS ECONÔMICAS,3,13,2,4,10,2
2697,CIÊNCIAS ECONÔMICAS,4,0,0,1,0,0
2899,CIÊNCIAS ECONÔMICAS,416,10,66,106,0,10
2926,CIÊNCIAS ECONÔMICAS,101,4,11,48,0,0
3129,CIÊNCIAS ECONÔMICAS,310,3,28,149,3,11
3392,CIÊNCIAS ECONÔMICAS,164,8,35,74,1,23
3487,CIÊNCIAS ECONÔMICAS,73,3,11,50,2,7
3559,CIÊNCIAS ECONÔMICAS,57,11,78,103,13,105
3658,CIÊNCIAS ECONÔMICAS,113,1,6,42,1,1
3800,CIÊNCIAS ECONÔMICAS,2,0,0,2,0,0
3856,CIÊNCIAS ECONÔMICAS,23,0,1,17,0,1
4191,CIÊNCIAS ECONÔMICAS,4,0,1,2,0,1
4274,CIÊNCIAS ECONÔMICAS,9,1,2,2,0,1
4311,CIÊNCIAS ECONÔMICAS,7,0,0,5,0,1
4726,CIÊNCIAS ECONÔMICAS,72,1,14,62,3,10
5267,CIÊNCIAS ECONÔMICAS,20,0,0,10,0,0
5331,CIÊNCIAS ECONÔMICAS,30,9,8,14,1,2
5383,CIÊNCIAS ECONÔMICAS,4,5,3,2,0,0
5412,CIÊNCIAS ECONÔMICAS,19,4,1,20,1,1
5476,CIÊNCIAS ECONÔMICAS,152,10,57,106,13,43
5691,CIÊNCIAS ECONÔMICAS,9,0,1,1,0,1
5717,CIÊNCIAS ECONÔMICAS,2,0,1,1,0,0
5787,CIÊNCIAS ECONÔMICAS,5,0,0,10,0,1
5957,CIÊNCIAS ECONÔMICAS,37,4,6,19,2,6
6056,CIÊNCIAS ECONÔMICAS,45,4,12,30,5,12
6394,CIÊNCIAS ECONÔMICAS,87,0,18,75,3,14
7507,CIÊNCIAS ECONÔMICAS,194,43,135,130,29,92
7583,CIÊNCIAS ECONÔMICAS,5,0,48,3,0,31
7635,CIÊNCIAS ECONÔMICAS,18,0,2,14,0,0
7720,CIÊNCIAS ECONÔMICAS,1,0,0,0,0,0
7834,CIÊNCIAS ECONÔMICAS,3,0,193,0,0,195
7939,CIÊNCIAS ECONÔMICAS,74,7,26,34,11,18
8044,CIÊNCIAS ECONÔMICAS,69,0,8,69,2,15
8334,CIÊNCIAS ECONÔMICAS,16,3,23,9,3,6
8370,CIÊNCIAS ECONÔMICAS,29,12,48,36,3,19
8472,CIÊNCIAS ECONÔMICAS,9,1,117,10,0,58
8764,CIÊNCIAS ECONÔMICAS,119,3,33,144,3,38
9282,CIÊNCIAS ECONÔMICAS,10,0,1,5,0,0
9469,CIÊNCIAS ECONÔMICAS,7,5,3,9,2,3
9633,CIÊNCIAS ECONÔMICAS,70,0,0,32,0,0
9763,CIÊNCIAS ECONÔMICAS,10,4,10,10,4,15
10295,CIÊNCIAS ECONÔMICAS,36,0,0,45,0,0
10494,CIÊNCIAS ECONÔMICAS,3,1,3,1,0,1
10805,CIÊNCIAS ECONÔMICAS,66,16,56,31,10,44
10870,CIÊNCIAS ECONÔMICAS,307,9,32,142,6,13
11169,CIÊNCIAS ECONÔMICAS,55,1,11,35,0,7
11200,CIÊNCIAS ECONÔMICAS,10,1,6,16,1,5
11220,CIÊNCIAS ECONÔMICAS,164,8,21,71,5,10
11427,CIÊNCIAS ECONÔMICAS,75,77,30,29,51,18
11538,CIÊNCIAS ECONÔMICAS,88,2,26,44,0,12
11722,CIÊNCIAS ECONÔMICAS,33,5,17,9,1,8
12314,CIÊNCIAS ECONÔMICAS,129,20,114,68,7,53
12571,CIÊNCIAS ECONÔMICAS,52,3,5,36,0,5
12698,CIÊNCIAS ECONÔMICAS,275,22,65,170,9,29
12823,CIÊNCIAS ECONÔMICAS,194,32,90,103,13,56
12912,CIÊNCIAS ECONÔMICAS,6,17,3,3,16,2
12948,CIÊNCIAS ECONÔMICAS,113,4,45,61,1,28
13090,CIÊNCIAS ECONÔMICAS,167,32,66,130,20,47
13205,CIÊNCIAS ECONÔMICAS,111,23,130,81,15,93
13292,CIÊNCIAS ECONÔMICAS,8,18,73,4,15,69
13394,CIÊNCIAS ECONÔMICAS,158,29,152,109,19,107
13574,CIÊNCIAS ECONÔMICAS,82,1,39,30,3,28
13714,CIÊNCIAS ECONÔMICAS,539,36,27,223,19,8
13851,CIÊNCIAS ECONÔMICAS,69,3,12,70,4,7
