curso_codigo,curso_nome,masc_branca,masc_preta,masc_parda,fem_branca,fem_preta,fem_parda
5000806,"ABI - FÍSICA, MATEMÁTICA/MATEMÁTICA APLICADA E COMPUTACIONAL",7,0,1,1,0,0
5000604,ABI - GEOGRAFIA,1,0,2,1,0,2
5000615,ABI - GEOGRAFIA,152,39,69,104,26,42
5000624,ABI - GEOGRAFIA,128,12,25,84,5,6
5000634,ABI - GEOGRAFIA,34,7,21,25,4,17
5000647,ABI - GEOGRAFIA,47,9,29,30,2,16
5000662,ABI - GEOGRAFIA,44,7,35,16,8,28
5000914,ABI - GEOGRAFIA,7,5,11,5,1,7
5000955,ABI - GEOGRAFIA,1,0,0,0,0,1
5000975,ABI - GEOGRAFIA,49,0,0,46,0,0
5001042,ABI - GEOGRAFIA,20,4,16,6,4,10
5001122,ABI - GEOGRAFIA,1,1,15,0,4,15
5001128,ABI - GEOGRAFIA,6,1,4,6,0,1
5001261,ABI - GEOGRAFIA,97,5,18,56,1,15
5001273,ABI - GEOGRAFIA,35,4,20,43,0,12
5001277,ABI - GEOGRAFIA,74,6,14,38,7,17
5001022,ABI - GESTÃO TERRITORIAL,0,0,56,1,0,75
5000605,ABI - HISTÓRIA,2,1,4,9,1,6
5000616,ABI - HISTÓRIA,124,29,57,122,24,38
5000625,ABI - HISTÓRIA,159,9,20,114,2,10
5000636,ABI - HISTÓRIA,53,8,34,47,4,29
5000689,ABI - HISTÓRIA,93,11,56,138,16,58
5000749,ABI - HISTÓRIA,45,0,5,33,1,8
5000798,ABI - HISTÓRIA,1,0,3,1,0,1
5000910,ABI - HISTÓRIA,11,1,6,9,1,13
5000976,ABI - HISTÓRIA,54,0,3,39,2,3
5001043,ABI - HISTÓRIA,23,2,13,16,6,7
5001105,ABI - HISTÓRIA,25,7,29,15,6,22
5001123,ABI - HISTÓRIA,0,4,7,3,0,7
5001129,ABI - HISTÓRIA,6,0,1,5,0,1
5001157,ABI - HISTÓRIA,29,0,12,17,4,8
5001265,ABI - INSTRUMENTO,0,2,2,0,0,1
46608,ABI - LETRAS,654,41,132,1230,51,192
5000606,ABI - LETRAS,6,1,2,8,1,4
5000617,ABI - LETRAS,97,24,44,268,55,79
5000648,ABI - LETRAS,23,5,14,109,11,57
5000739,ABI - LETRAS,163,8,20,343,10,36
5000743,ABI - LETRAS,51,8,18,105,5,24
5001106,ABI - LETRAS,59,26,87,120,39,118
5001109,ABI - LETRAS,7,10,23,21,18,90
5001110,ABI - LETRAS,1,2,12,4,0,37
5001151,ABI - LETRAS - LÍNGUA PORTUGUESA,8,4,4,20,3,18
5000778,ABI - LETRAS - PORTUGUÊS - ARABE,5,0,5,5,6,5
5000781,ABI - LETRAS - PORTUGUÊS - ESPANHOL,6,4,10,25,11,27
5000782,ABI - LETRAS - PORTUGUÊS - FRANCES,15,4,8,34,10,21
5000783,ABI - LETRAS - PORTUGUÊS - GREGO,5,1,9,4,4,8
5000776,ABI - LETRAS - PORTUGUÊS - HEBRAICO,2,0,6,3,4,5
5000785,ABI - LETRAS - PORTUGUÊS - INGLES,32,4,22,74,9,46
5000977,ABI - LETRAS - PORTUGUÊS - INGLES,61,2,1,151,0,3
5001138,ABI - LETRAS - PORTUGUÊS - INGLES,1,0,1,1,1,0
5000784,ABI - LETRAS - PORTUGUÊS - ITALIANO,6,2,11,18,2,20
5001133,ABI - LETRAS - PORTUGUÊS - ITALIANO,2,0,0,5,0,0
5000787,ABI - LETRAS - PORTUGUÊS - JAPONES,6,1,5,10,1,7
5000786,ABI - LETRAS - PORTUGUÊS - LATIM,10,4,10,21,11,18
5000779,ABI - LETRAS - PORTUGUÊS - RUSSO,1,1,5,7,2,4
5000626,ABI - LETRAS ALEMÂO,32,2,3,65,0,3
5000650,ABI - LETRAS ESPANHOL,31,1,5,90,6,12
5000651,ABI - LETRAS FRANCÊS,28,2,2,85,1,8
5001131,ABI - LETRAS FRANCÊS,2,0,0,11,0,2
5001149,ABI - LETRAS FRANCÊS,6,2,7,11,3,8
5000652,ABI - LETRAS INGLÊS,55,2,6,85,3,1
5001132,ABI - LETRAS INGLÊS,3,0,1,2,1,1
5001150,ABI - LETRAS INGLÊS,5,2,4,12,2,10
5000653,ABI - LETRAS ITALIANO,22,1,2,72,5,5
5000654,ABI - LETRAS LÍNGUA PORTUGUESA,111,7,14,296,12,24
5001137,ABI - LETRAS PORTUGUÊS,8,0,0,12,0,1
5000777,ABI - LETRAS PORTUGUÊS - ALEMÃO,14,2,13,16,2,11
5001130,ABI - LETRAS PORTUGUÊS E ESPANHOL,0,1,1,3,1,0
5001141,ABI - LETRAS VERNÁCULAS,0,5,3,0,2,21
5001142,ABI - LETRAS VERNÁCULAS E LÍNGUA ESTRANGEIRA MODERNA,0,0,9,2,4,19
5001023,ABI - LICENCIATURA INTERCULTURAL,0,0,54,2,0,54
5001205,ABI - LICENCIATURAS INTERDISCIPLINARES,4,13,46,6,8,27
5001206,ABI - LICENCIATURAS INTERDISCIPLINARES,5,14,25,5,9,30
5001207,ABI - LICENCIATURAS INTERDISCIPLINARES,3,7,23,4,10,26
5000780,ABI - LITERATURAS DE LÍNGUA PORTUGUESA,26,5,30,84,30,57
5001144,ABI - LÍNGUA ESTRANGEIRA,0,1,10,1,1,9
5001143,ABI - LÍNGUA ESTRANGEIRA MODERNA OU CLÁSSICA,0,2,8,1,3,17
5000618,ABI - MATEMÁTICA,8,2,3,6,1,3
5000633,ABI - MATEMÁTICA,20,2,17,10,4,10
5000663,ABI - MATEMÁTICA,27,3,9,23,0,6
5000694,ABI - MATEMÁTICA,1,1,2,0,0,1
5000754,ABI - MATEMÁTICA,39,1,18,31,0,6
5000839,ABI - MATEMÁTICA,26,1,1,19,0,1
5000925,ABI - MATEMÁTICA,19,4,22,8,1,9
5000957,ABI - MATEMÁTICA,1,0,0,0,0,1
5001107,ABI - MATEMÁTICA,25,10,35,18,6,23
5001139,ABI - MATEMÁTICA,3,2,0,3,0,1
5001145,ABI - MATEMÁTICA,1,0,9,0,0,3
5001148,ABI - MATEMÁTICA,20,4,13,8,3,7
5001262,ABI - MATEMÁTICA,50,6,9,41,1,4
2901,ABI - MATEMÁTICA APLICADA,34,1,6,15,1,3
63898,ABI - MATEMÁTICA APLICADA E COMPUTACIONAL,114,8,23,23,5,5
2868,ABI - MEDICINA,59,4,4,31,1,2
2911,ABI - MÚSICA,63,9,12,33,2,8
64563,ABI - MÚSICA,42,5,6,30,2,3
5001044,ABI - MÚSICA,4,1,1,2,0,0
5001170,ABI - MÚSICA,19,11,28,6,5,15
5001177,ABI - MÚSICA,0,0,0,1,0,0
5001146,ABI - MÚSICA POPULAR,0,0,3,1,0,0
5000649,ABI - PSICOLOGIA,20,1,9,51,1,25
5000911,ABI - PSICOLOGIA,6,2,9,29,8,22
5000926,ABI - PSICOLOGIA,8,2,6,17,4,20
5001045,ABI - PSICOLOGIA,18,3,13,32,3,20
2859,ABI - QUÍMICA,118,4,22,93,7,7
2862,ABI - QUÍMICA,84,2,6,92,2,7
2905,ABI - QUÍMICA,78,3,5,76,1,7
14118,ABI - QUÍMICA,17,3,10,23,4,13
5000601,ABI - QUÍMICA,2,0,0,0,0,4
5000619,ABI - QUÍMICA,9,1,2,11,1,0
5000627,ABI - QUÍMICA,126,2,7,183,5,15
5000656,ABI - QUÍMICA,15,7,25,21,9,20
5000913,ABI - QUÍMICA,11,3,6,16,3,14
5001032,ABI - QUÍMICA,31,2,4,46,0,7
5001140,ABI - QUÍMICA,5,1,1,2,0,2
5001147,ABI - QUÍMICA,1,1,14,2,2,9
5001158,ABI - QUÍMICA,82,2,5,56,0,6
5001159,ABI - QUÍMICA,19,1,10,26,2,20
5001249,ABI - QUÍMICA,39,1,5,33,0,6
5000657,ABI - TEATRO,9,7,8,7,5,11
5000937,ABI - TECNOLOGIA AMBIENTAL,0,0,0,1,0,0
13,ADMINISTRAÇÃO,165,47,147,144,41,137
145,ADMINISTRAÇÃO,344,91,206,299,46,139
305,ADMINISTRAÇÃO,42,17,97,47,17,115
392,ADMINISTRAÇÃO,218,28,375,197,22,358
500,ADMINISTRAÇÃO,50,15,93,38,4,79
683,ADMINISTRAÇÃO,63,4,36,62,2,24
766,ADMINISTRAÇÃO,37,0,5,38,0,3
877,ADMINISTRAÇÃO,42,1,7,53,0,4
960,ADMINISTRAÇÃO,342,30,127,239,18,97
1028,ADMINISTRAÇÃO,181,8,29,161,17,24
1312,ADMINISTRAÇÃO,69,6,15,65,2,10
1442,ADMINISTRAÇÃO,178,17,61,169,16,67
1517,ADMINISTRAÇÃO,24,1,1,20,2,2
1654,ADMINISTRAÇÃO,1956,8,33,1679,9,32
1729,ADMINISTRAÇÃO,425,21,47,442,19,42
1752,ADMINISTRAÇÃO,149,5,17,179,3,16
1767,ADMINISTRAÇÃO,21,2,2,16,0,0
1770,ADMINISTRAÇÃO,130,1,3,131,3,9
1773,ADMINISTRAÇÃO,56,1,4,50,0,3
1774,ADMINISTRAÇÃO,131,4,7,154,0,11
2104,ADMINISTRAÇÃO,0,1,4,0,3,1
2139,ADMINISTRAÇÃO,53,6,11,48,6,3
2305,ADMINISTRAÇÃO,8,0,2,9,0,3
2532,ADMINISTRAÇÃO,362,21,17,346,20,10
2620,ADMINISTRAÇÃO,11,13,3,12,23,4
2900,ADMINISTRAÇÃO,348,5,44,177,3,19
2927,ADMINISTRAÇÃO,225,3,16,107,0,4
3393,ADMINISTRAÇÃO,310,11,41,232,5,43
3488,ADMINISTRAÇÃO,269,15,35,301,16,32
3529,ADMINISTRAÇÃO,39,4,9,51,2,9
3542,ADMINISTRAÇÃO,67,9,9,64,0,4
3558,ADMINISTRAÇÃO,51,11,46,57,10,38
3638,ADMINISTRAÇÃO,121,10,48,146,10,56
3659,ADMINISTRAÇÃO,536,7,20,480,4,26
3776,ADMINISTRAÇÃO,276,2,5,318,2,4
3797,ADMINISTRAÇÃO,19,1,1,22,0,3
3825,ADMINISTRAÇÃO,162,4,22,195,2,29
3833,ADMINISTRAÇÃO,147,7,12,196,1,21
3836,ADMINISTRAÇÃO,70,2,13,92,1,5
3841,ADMINISTRAÇÃO,158,3,14,207,0,15
3862,ADMINISTRAÇÃO,69,4,9,83,0,13
3927,ADMINISTRAÇÃO,670,30,65,794,23,64
3942,ADMINISTRAÇÃO,152,3,11,135,5,5
3946,ADMINISTRAÇÃO,139,1,8,202,8,17
4072,ADMINISTRAÇÃO,1,0,0,1,0,1
4102,ADMINISTRAÇÃO,140,27,170,116,11,141
4190,ADMINISTRAÇÃO,3,0,2,1,0,2
4226,ADMINISTRAÇÃO,67,2,23,106,5,26
4273,ADMINISTRAÇÃO,22,2,0,14,3,5
4296,ADMINISTRAÇÃO,162,1,25,119,3,16
4310,ADMINISTRAÇÃO,21,0,1,12,0,2
4343,ADMINISTRAÇÃO,92,4,14,101,6,27
4489,ADMINISTRAÇÃO,47,4,15,62,3,25
4541,ADMINISTRAÇÃO,121,17,36,99,12,38
4599,ADMINISTRAÇÃO,126,11,19,176,18,26
4699,ADMINISTRAÇÃO,60,3,3,60,1,2
4870,ADMINISTRAÇÃO,85,9,67,133,15,66
4918,ADMINISTRAÇÃO,23,9,3,27,14,5
4946,ADMINISTRAÇÃO,51,18,5,60,9,7
4972,ADMINISTRAÇÃO,24,14,4,28,20,6
5084,ADMINISTRAÇÃO,503,50,142,418,64,157
5112,ADMINISTRAÇÃO,159,3,16,292,4,33
5227,ADMINISTRAÇÃO,6,6,4,10,10,12
5268,ADMINISTRAÇÃO,34,1,0,42,1,1
5310,ADMINISTRAÇÃO,740,6,26,640,6,13
5317,ADMINISTRAÇÃO,40,0,5,16,1,5
5332,ADMINISTRAÇÃO,18,3,10,29,9,12
5337,ADMINISTRAÇÃO,118,3,19,254,9,33
5343,ADMINISTRAÇÃO,4,0,1,5,3,1
5348,ADMINISTRAÇÃO,32,5,13,21,5,17
5381,ADMINISTRAÇÃO,12,3,9,10,4,8
5469,ADMINISTRAÇÃO,57,23,70,89,40,109
5474,ADMINISTRAÇÃO,709,55,180,919,57,295
5567,ADMINISTRAÇÃO,0,1,0,3,1,1
5693,ADMINISTRAÇÃO,13,2,2,17,2,7
5735,ADMINISTRAÇÃO,125,22,46,249,24,91
5788,ADMINISTRAÇÃO,131,1,17,182,3,13
5826,ADMINISTRAÇÃO,277,29,146,454,45,286
5884,ADMINISTRAÇÃO,57,1,3,48,2,2
5914,ADMINISTRAÇÃO,31,3,17,47,4,14
5919,ADMINISTRAÇÃO,37,1,9,40,5,17
5958,ADMINISTRAÇÃO,111,7,20,130,9,33
6055,ADMINISTRAÇÃO,68,5,18,69,8,27
6096,ADMINISTRAÇÃO,272,4,11,345,6,15
6115,ADMINISTRAÇÃO,20,4,9,16,3,5
6166,ADMINISTRAÇÃO,270,41,109,536,64,183
6185,ADMINISTRAÇÃO,396,40,111,553,47,140
6241,ADMINISTRAÇÃO,13,1,38,25,4,49
6328,ADMINISTRAÇÃO,91,4,13,156,5,21
6392,ADMINISTRAÇÃO,388,14,45,397,15,67
6461,ADMINISTRAÇÃO,0,0,0,3,0,0
6473,ADMINISTRAÇÃO,320,1,6,327,0,6
6494,ADMINISTRAÇÃO,282,22,117,350,24,124
6577,ADMINISTRAÇÃO,6,0,0,4,1,1
6663,ADMINISTRAÇÃO,115,57,91,167,81,201
6741,ADMINISTRAÇÃO,63,1,1,72,2,2
6749,ADMINISTRAÇÃO,0,0,0,1,0,0
6808,ADMINISTRAÇÃO,35,0,4,29,2,0
6820,ADMINISTRAÇÃO,21,2,2,37,0,1
6821,ADMINISTRAÇÃO,4,0,1,5,1,0
6839,ADMINISTRAÇÃO,36,2,4,48,2,4
6987,ADMINISTRAÇÃO,69,4,6,71,3,3
6994,ADMINISTRAÇÃO,158,9,37,185,8,40
7055,ADMINISTRAÇÃO,82,2,13,116,8,26
7120,ADMINISTRAÇÃO,115,10,44,137,10,41
7126,ADMINISTRAÇÃO,41,3,17,40,5,12
7187,ADMINISTRAÇÃO,155,15,21,239,16,24
7272,ADMINISTRAÇÃO,30,1,15,37,1,19
7285,ADMINISTRAÇÃO,17,2,5,20,5,6
7287,ADMINISTRAÇÃO,25,4,10,32,3,11
7293,ADMINISTRAÇÃO,18,3,2,18,0,0
7299,ADMINISTRAÇÃO,40,0,7,64,2,9
7463,ADMINISTRAÇÃO,121,3,12,63,6,6
7502,ADMINISTRAÇÃO,374,35,171,248,35,189
7513,ADMINISTRAÇÃO,142,23,144,176,39,180
7517,ADMINISTRAÇÃO,79,28,64,89,22,105
7621,ADMINISTRAÇÃO,186,45,147,208,59,218
7634,ADMINISTRAÇÃO,118,2,6,156,3,11
7684,ADMINISTRAÇÃO,1,2,0,1,0,1
7769,ADMINISTRAÇÃO,2,0,1,1,1,1
7779,ADMINISTRAÇÃO,1,0,0,0,0,0
7835,ADMINISTRAÇÃO,4,0,199,4,0,231
7937,ADMINISTRAÇÃO,76,6,23,110,6,49
8013,ADMINISTRAÇÃO,108,31,59,113,22,87
8046,ADMINISTRAÇÃO,521,22,63,729,18,117
8054,ADMINISTRAÇÃO,3,0,4,9,1,6
8117,ADMINISTRAÇÃO,28,5,22,8,5,13
8139,ADMINISTRAÇÃO,35,3,21,28,3,21
8151,ADMINISTRAÇÃO,98,8,46,64,4,33
8209,ADMINISTRAÇÃO,89,6,27,109,10,35
8246,ADMINISTRAÇÃO,7,4,43,4,8,22
8299,ADMINISTRAÇÃO,370,42,133,227,16,85
8333,ADMINISTRAÇÃO,39,6,32,28,8,27
8365,ADMINISTRAÇÃO,135,32,197,178,38,267
8386,ADMINISTRAÇÃO,18,0,35,26,2,34
8471,ADMINISTRAÇÃO,36,4,129,56,2,131
8490,ADMINISTRAÇÃO,23,1,2,30,0,2
8518,ADMINISTRAÇÃO,17,3,1,14,2,4
8548,ADMINISTRAÇÃO,874,74,50,1065,86,61
8580,ADMINISTRAÇÃO,173,23,66,280,31,116
8762,ADMINISTRAÇÃO,92,5,27,99,5,26
8787,ADMINISTRAÇÃO,163,8,22,139,4,27
8797,ADMINISTRAÇÃO,166,2,12,152,1,15
8802,ADMINISTRAÇÃO,164,3,4,168,2,5
8818,ADMINISTRAÇÃO,38,0,8,44,1,4
8830,ADMINISTRAÇÃO,87,0,2,96,0,4
8964,ADMINISTRAÇÃO,91,5,14,86,7,26
9029,ADMINISTRAÇÃO,61,3,9,67,1,9
9039,ADMINISTRAÇÃO,23,2,4,17,1,4
9098,ADMINISTRAÇÃO,228,0,1,222,0,2
9108,ADMINISTRAÇÃO,0,0,0,2,0,0
9111,ADMINISTRAÇÃO,1,0,0,3,0,0
9119,ADMINISTRAÇÃO,2,0,3,5,0,2
9121,ADMINISTRAÇÃO,1,0,0,0,0,0
9124,ADMINISTRAÇÃO,35,0,10,49,0,12
9229,ADMINISTRAÇÃO,81,1,1,94,1,3
9273,ADMINISTRAÇÃO,58,0,1,64,1,3
9298,ADMINISTRAÇÃO,15,0,1,22,1,4
9300,ADMINISTRAÇÃO,157,7,5,155,8,8
9313,ADMINISTRAÇÃO,15,0,2,25,1,1
9411,ADMINISTRAÇÃO,10,1,4,14,0,6
9449,ADMINISTRAÇÃO,65,0,1,55,0,1
9461,ADMINISTRAÇÃO,90,18,44,91,16,49
9609,ADMINISTRAÇÃO,493,3,6,251,1,7
9641,ADMINISTRAÇÃO,189,16,32,129,6,34
9680,ADMINISTRAÇÃO,2,0,1,6,0,1
9696,ADMINISTRAÇÃO,38,12,37,57,15,69
9718,ADMINISTRAÇÃO,7,0,5,8,3,4
9806,ADMINISTRAÇÃO,98,10,33,117,12,32
9830,ADMINISTRAÇÃO,0,0,0,1,0,0
9898,ADMINISTRAÇÃO,51,4,1,85,0,1
9919,ADMINISTRAÇÃO,142,1,3,234,0,3
9976,ADMINISTRAÇÃO,53,10,52,50,1,53
10033,ADMINISTRAÇÃO,10,1,13,28,3,12
10045,ADMINISTRAÇÃO,219,6,10,193,1,3
10063,ADMINISTRAÇÃO,61,0,1,30,0,3
10075,ADMINISTRAÇÃO,94,2,4,50,0,2
10152,ADMINISTRAÇÃO,144,5,35,172,12,37
10220,ADMINISTRAÇÃO,266,4,11,224,1,7
10226,ADMINISTRAÇÃO,126,12,78,215,32,136
10291,ADMINISTRAÇÃO,54,7,21,57,17,30
10337,ADMINISTRAÇÃO,94,12,29,154,10,28
10393,ADMINISTRAÇÃO,5,1,1,9,2,5
10437,ADMINISTRAÇÃO,75,19,81,114,37,181
10484,ADMINISTRAÇÃO,135,36,145,134,44,158
10491,ADMINISTRAÇÃO,35,26,62,28,29,67
10678,ADMINISTRAÇÃO,96,32,90,90,31,102
10745,ADMINISTRAÇÃO,59,7,11,90,5,26
10807,ADMINISTRAÇÃO,254,33,117,194,15,120
10867,ADMINISTRAÇÃO,710,35,101,452,25,87
10965,ADMINISTRAÇÃO,142,5,10,135,5,13
10989,ADMINISTRAÇÃO,85,4,8,82,0,10
11106,ADMINISTRAÇÃO,89,1,5,92,0,1
11166,ADMINISTRAÇÃO,104,1,30,83,2,21
11201,ADMINISTRAÇÃO,37,4,8,37,2,13
11218,ADMINISTRAÇÃO,257,7,14,134,4,20
11320,ADMINISTRAÇÃO,12,1,4,14,2,0
11601,ADMINISTRAÇÃO,182,18,152,132,18,138
11697,ADMINISTRAÇÃO,45,9,34,60,7,40
11721,ADMINISTRAÇÃO,391,17,246,246,11,174
11879,ADMINISTRAÇÃO,103,28,43,87,25,55
11890,ADMINISTRAÇÃO,52,11,63,32,11,58
11989,ADMINISTRAÇÃO,110,32,208,51,30,158
12112,ADMINISTRAÇÃO,8,3,18,8,2,22
12311,ADMINISTRAÇÃO,300,29,216,207,18,185
12355,ADMINISTRAÇÃO,51,6,50,61,2,42
12572,ADMINISTRAÇÃO,29,0,2,27,2,2
12701,ADMINISTRAÇÃO,132,12,34,131,9,21
12723,ADMINISTRAÇÃO,31,0,7,10,0,6
12724,ADMINISTRAÇÃO,36,6,16,54,4,20
12822,ADMINISTRAÇÃO,171,24,84,123,9,84
12913,ADMINISTRAÇÃO,3,10,1,6,19,3
12921,ADMINISTRAÇÃO,1,11,1,2,6,0
12941,ADMINISTRAÇÃO,143,12,85,112,8,62
13203,ADMINISTRAÇÃO,172,22,153,125,19,155
