curso_codigo,curso_nome,masc_branca,masc_preta,masc_parda,fem_branca,fem_preta,fem_parda
5000974,ABI - EDUCAÇÃO FÍSICA,1,0,0,3,0,0
5001028,ABI - EDUCAÇÃO FÍSICA,92,0,10,33,1,11
5000825,ABI - EDUCAÇÃO FÍSICA E ESPORTE,106,4,14,83,1,5
5000837,ABI - EDUCAÇÃO FÍSICA E ESPORTE,75,4,11,44,0,7
5000923,ABI - ENFERMAGEM,0,0,0,1,0,2
5001126,ABI - ENFERMAGEM,2,0,1,8,1,1
46602,ABI - ENGENHARIA,1808,27,198,410,4,36
5000587,ABI - ENGENHARIA,307,63,249,86,13,69
5000630,ABI - ENGENHARIA,25,2,14,7,2,5
5000665,ABI - ENGENHARIA,167,14,64,21,3,6
5000718,ABI - ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,6,229,5,5,132,4
18654,ABI - ENGENHARIA MECÂNICA,142,1,16,16,0,1
5000611,ABI - FILOSOFIA,5,0,0,3,0,0
5000623,ABI - FILOSOFIA,138,4,12,74,3,5
5000660,ABI - FILOSOFIA,8,1,1,2,0,2
5000747,ABI - FILOSOFIA,76,4,20,38,4,10
5000924,ABI - FILOSOFIA,10,5,7,5,0,6
5001115,ABI - FILOSOFIA,4,3,13,2,0,12
5001127,ABI - FILOSOFIA,0,0,0,1,0,0
5000948,ABI - FORMAÇÃO INTERDISCIPLINAR,210,102,667,235,68,719
2861,ABI - FÍSICA,342,15,59,91,3,9
2885,ABI - FÍSICA,63,1,4,13,0,2
5000600,ABI - FÍSICA,17,0,13,3,1,0
5000613,ABI - FÍSICA,0,0,0,0,0,1
5000661,ABI - FÍSICA,7,1,7,1,0,1
5000744,ABI - FÍSICA,75,1,23,35,0,3
5000752,ABI - FÍSICA,96,2,6,33,0,2
5001029,ABI - FÍSICA,59,3,4,36,2,7
5001031,ABI - FÍSICA,72,0,8,21,1,4
5001114,ABI - FÍSICA,9,3,20,1,0,10
5000806,"ABI - FÍSICA, MATEMÁTICA/MATEMÁTICA APLICADA E COMPUTACIONAL",2,0,1,0,0,0
5000615,ABI - GEOGRAFIA,7,0,1,5,0,1
5000624,ABI - GEOGRAFIA,101,10,15,72,4,7
5000634,ABI - GEOGRAFIA,17,3,12,22,0,16
5000647,ABI - GEOGRAFIA,69,9,45,55,1,33
5000662,ABI - GEOGRAFIA,6,1,0,0,0,1
5000914,ABI - GEOGRAFIA,5,1,4,4,1,3
5000975,ABI - GEOGRAFIA,1,0,0,0,0,0
5001128,ABI - GEOGRAFIA,3,0,0,4,0,0
5001022,ABI - GESTÃO TERRITORIAL,0,0,0,1,0,1
5000605,ABI - HISTÓRIA,3,3,2,9,2,3
5000616,ABI - HISTÓRIA,8,2,0,5,0,1
5000625,ABI - HISTÓRIA,128,7,16,95,2,8
5000636,ABI - HISTÓRIA,44,7,28,35,4,22
5000749,ABI - HISTÓRIA,236,5,9,185,4,2
5000910,ABI - HISTÓRIA,7,1,3,3,0,5
5001105,ABI - HISTÓRIA,3,1,2,3,0,2
5001129,ABI - HISTÓRIA,5,0,0,3,0,0
5001157,ABI - HISTÓRIA,15,1,7,10,1,4
46608,ABI - LETRAS,667,38,169,1253,56,231
5000606,ABI - LETRAS,6,0,0,10,1,3
5000617,ABI - LETRAS,8,0,1,18,0,2
5000648,ABI - LETRAS,20,5,21,122,13,58
5000739,ABI - LETRAS,140,6,16,310,10,35
5000743,ABI - LETRAS,130,6,18,344,17,35
5001106,ABI - LETRAS,7,0,4,6,2,5
5001109,ABI - LETRAS,1,3,8,14,4,41
5001110,ABI - LETRAS,0,1,1,4,0,7
5000778,ABI - LETRAS - PORTUGUÊS - ARABE,2,0,3,5,6,2
5000781,ABI - LETRAS - PORTUGUÊS - ESPANHOL,5,4,6,28,11,24
5000782,ABI - LETRAS - PORTUGUÊS - FRANCES,13,2,8,22,6,10
5000783,ABI - LETRAS - PORTUGUÊS - GREGO,9,1,6,6,1,3
5000776,ABI - LETRAS - PORTUGUÊS - HEBRAICO,3,1,3,7,3,2
5000785,ABI - LETRAS - PORTUGUÊS - INGLES,25,6,9,69,10,29
5000977,ABI - LETRAS - PORTUGUÊS - INGLES,0,0,0,1,0,0
5001138,ABI - LETRAS - PORTUGUÊS - INGLES,0,0,0,2,0,0
5000784,ABI - LETRAS - PORTUGUÊS - ITALIANO,9,3,6,18,3,11
5001133,ABI - LETRAS - PORTUGUÊS - ITALIANO,2,0,0,1,0,0
5000787,ABI - LETRAS - PORTUGUÊS - JAPONES,4,1,2,8,1,3
5000786,ABI - LETRAS - PORTUGUÊS - LATIM,7,3,3,21,10,14
5000779,ABI - LETRAS - PORTUGUÊS - RUSSO,2,1,0,4,1,3
5000626,ABI - LETRAS ALEMÂO,26,2,1,47,1,4
5000650,ABI - LETRAS ESPANHOL,25,1,4,74,4,11
5000651,ABI - LETRAS FRANCÊS,22,1,1,69,0,7
5001131,ABI - LETRAS FRANCÊS,1,0,0,5,0,0
5000652,ABI - LETRAS INGLÊS,44,2,3,74,2,1
5001132,ABI - LETRAS INGLÊS,2,0,0,2,1,1
5000653,ABI - LETRAS ITALIANO,21,1,3,67,3,4
5000654,ABI - LETRAS LÍNGUA PORTUGUESA,92,7,9,237,13,17
5001137,ABI - LETRAS PORTUGUÊS,4,0,0,5,0,0
5000777,ABI - LETRAS PORTUGUÊS - ALEMÃO,11,2,10,20,1,7
5001130,ABI - LETRAS PORTUGUÊS E ESPANHOL,0,1,0,1,1,0
5001023,ABI - LICENCIATURA INTERCULTURAL,1,0,0,0,0,1
5000780,ABI - LITERATURAS DE LÍNGUA PORTUGUESA,20,3,19,77,29,44
5000618,ABI - MATEMÁTICA,1,0,0,0,0,0
5000633,ABI - MATEMÁTICA,8,3,5,4,2,3
5000663,ABI - MATEMÁTICA,28,2,5,24,1,9
5000754,ABI - MATEMÁTICA,68,4,15,55,2,8
5000839,ABI - MATEMÁTICA,22,0,6,21,1,2
5000925,ABI - MATEMÁTICA,10,3,16,6,0,7
5001107,ABI - MATEMÁTICA,4,0,0,1,0,0
5001139,ABI - MATEMÁTICA,1,1,0,1,0,0
2901,ABI - MATEMÁTICA APLICADA,31,0,6,12,1,1
63898,ABI - MATEMÁTICA APLICADA E COMPUTACIONAL,94,4,24,22,4,6
2868,ABI - MEDICINA,72,2,10,38,0,3
2911,ABI - MÚSICA,57,7,12,38,2,8
64563,ABI - MÚSICA,52,6,12,38,6,4
5001170,ABI - MÚSICA,1,2,0,0,0,0
5000649,ABI - PSICOLOGIA,12,0,3,30,0,12
5000911,ABI - PSICOLOGIA,3,1,5,13,1,11
5000926,ABI - PSICOLOGIA,6,0,2,6,1,6
5001030,ABI - PSICOLOGIA,0,0,0,1,0,0
2859,ABI - QUÍMICA,79,2,17,85,2,6
2862,ABI - QUÍMICA,72,2,10,90,0,9
2905,ABI - QUÍMICA,94,1,10,99,1,13
14118,ABI - QUÍMICA,5,5,4,9,0,3
5000627,ABI - QUÍMICA,103,2,5,140,6,14
5000656,ABI - QUÍMICA,0,0,1,3,0,1
5000913,ABI - QUÍMICA,13,1,3,10,1,8
5001032,ABI - QUÍMICA,30,1,5,51,1,9
5001140,ABI - QUÍMICA,5,0,0,0,0,0
5001158,ABI - QUÍMICA,112,3,7,78,0,8
5001159,ABI - QUÍMICA,14,0,3,12,1,10
5000657,ABI - TEATRO,1,0,1,1,1,1
5000937,ABI - TECNOLOGIA AMBIENTAL,0,0,0,1,0,0
13,ADMINISTRAÇÃO,147,31,119,121,21,78
145,ADMINISTRAÇÃO,226,55,112,178,21,70
305,ADMINISTRAÇÃO,39,16,64,39,13,107
392,ADMINISTRAÇÃO,32,1,42,19,0,32
500,ADMINISTRAÇÃO,37,17,75,28,1,53
683,ADMINISTRAÇÃO,90,6,40,81,5,28
766,ADMINISTRAÇÃO,10,0,1,2,0,0
877,ADMINISTRAÇÃO,53,1,7,78,3,9
960,ADMINISTRAÇÃO,268,18,101,215,14,70
1028,ADMINISTRAÇÃO,117,4,17,116,10,11
1312,ADMINISTRAÇÃO,58,6,11,70,1,12
1442,ADMINISTRAÇÃO,141,6,36,127,13,45
1517,ADMINISTRAÇÃO,12,0,1,8,0,0
1654,ADMINISTRAÇÃO,17,2,2,20,0,0
1729,ADMINISTRAÇÃO,372,16,45,358,15,33
1752,ADMINISTRAÇÃO,123,4,15,171,1,14
1767,ADMINISTRAÇÃO,24,2,2,20,0,1
1770,ADMINISTRAÇÃO,109,3,1,136,0,6
1773,ADMINISTRAÇÃO,53,0,3,42,0,4
1774,ADMINISTRAÇÃO,115,3,6,131,1,8
2104,ADMINISTRAÇÃO,0,1,0,0,0,0
2139,ADMINISTRAÇÃO,34,11,20,35,6,10
2305,ADMINISTRAÇÃO,2,0,0,1,0,0
2532,ADMINISTRAÇÃO,411,18,11,375,16,10
2620,ADMINISTRAÇÃO,5,8,2,9,12,1
2900,ADMINISTRAÇÃO,347,8,39,184,2,11
2927,ADMINISTRAÇÃO,208,3,17,108,0,5
3393,ADMINISTRAÇÃO,258,8,35,172,4,32
3488,ADMINISTRAÇÃO,272,15,25,290,12,22
3529,ADMINISTRAÇÃO,33,3,6,47,0,8
3542,ADMINISTRAÇÃO,68,9,8,74,0,3
3558,ADMINISTRAÇÃO,50,8,41,51,10,33
3638,ADMINISTRAÇÃO,113,9,51,144,11,65
3659,ADMINISTRAÇÃO,613,7,21,563,3,27
3776,ADMINISTRAÇÃO,289,1,6,340,1,4
3797,ADMINISTRAÇÃO,16,1,2,26,0,0
3825,ADMINISTRAÇÃO,2,0,0,5,0,0
3833,ADMINISTRAÇÃO,4,0,0,1,0,0
3836,ADMINISTRAÇÃO,22,0,0,27,0,3
3841,ADMINISTRAÇÃO,7,0,1,10,0,0
3862,ADMINISTRAÇÃO,2,0,0,1,0,0
3927,ADMINISTRAÇÃO,678,25,64,791,21,54
3942,ADMINISTRAÇÃO,148,3,5,146,7,3
3946,ADMINISTRAÇÃO,118,2,5,205,9,13
4072,ADMINISTRAÇÃO,1,0,0,1,0,0
4102,ADMINISTRAÇÃO,151,27,167,116,8,122
4190,ADMINISTRAÇÃO,3,0,0,3,1,0
4226,ADMINISTRAÇÃO,82,2,27,111,3,27
4273,ADMINISTRAÇÃO,4,0,0,2,0,2
4296,ADMINISTRAÇÃO,146,1,36,99,2,18
4310,ADMINISTRAÇÃO,21,0,1,18,0,1
4343,ADMINISTRAÇÃO,4,0,0,9,1,1
4489,ADMINISTRAÇÃO,58,6,20,62,2,33
4541,ADMINISTRAÇÃO,109,12,31,83,10,32
4599,ADMINISTRAÇÃO,91,6,11,99,17,14
4699,ADMINISTRAÇÃO,40,4,2,47,0,3
4870,ADMINISTRAÇÃO,126,14,84,167,23,105
4918,ADMINISTRAÇÃO,7,0,2,2,2,2
4946,ADMINISTRAÇÃO,30,2,3,24,1,3
4972,ADMINISTRAÇÃO,1,0,0,1,0,3
5084,ADMINISTRAÇÃO,432,37,114,383,43,120
5112,ADMINISTRAÇÃO,119,0,5,221,5,24
5227,ADMINISTRAÇÃO,1,0,2,2,0,1
5268,ADMINISTRAÇÃO,6,0,0,11,0,1
5310,ADMINISTRAÇÃO,895,8,21,833,5,11
5317,ADMINISTRAÇÃO,14,0,2,9,0,0
5332,ADMINISTRAÇÃO,13,2,2,21,3,5
5337,ADMINISTRAÇÃO,93,2,14,210,9,20
5343,ADMINISTRAÇÃO,1,0,1,3,0,0
5348,ADMINISTRAÇÃO,31,8,11,24,9,14
5381,ADMINISTRAÇÃO,8,0,4,9,3,5
5469,ADMINISTRAÇÃO,49,22,69,86,41,111
5474,ADMINISTRAÇÃO,451,34,112,642,40,208
5567,ADMINISTRAÇÃO,0,0,4,3,1,3
5577,ADMINISTRAÇÃO,7,0,0,3,0,0
5693,ADMINISTRAÇÃO,10,1,3,15,1,1
5735,ADMINISTRAÇÃO,64,9,18,127,9,31
5788,ADMINISTRAÇÃO,116,1,5,167,4,6
5826,ADMINISTRAÇÃO,284,30,133,460,39,261
5884,ADMINISTRAÇÃO,53,1,3,53,0,3
5914,ADMINISTRAÇÃO,24,0,6,30,7,8
5919,ADMINISTRAÇÃO,36,1,7,41,6,19
5958,ADMINISTRAÇÃO,127,2,12,163,7,23
6055,ADMINISTRAÇÃO,91,10,25,99,8,34
6096,ADMINISTRAÇÃO,178,4,6,247,6,10
6115,ADMINISTRAÇÃO,2,0,1,1,0,0
6166,ADMINISTRAÇÃO,201,38,81,407,56,135
6185,ADMINISTRAÇÃO,439,46,117,647,54,145
6328,ADMINISTRAÇÃO,81,1,20,148,7,34
6392,ADMINISTRAÇÃO,330,16,40,353,20,43
6461,ADMINISTRAÇÃO,0,0,1,0,0,0
6473,ADMINISTRAÇÃO,196,1,14,195,1,11
6494,ADMINISTRAÇÃO,175,14,69,240,14,79
6577,ADMINISTRAÇÃO,3,0,1,8,0,0
6663,ADMINISTRAÇÃO,0,0,2,3,1,3
6741,ADMINISTRAÇÃO,38,2,0,54,2,1
6749,ADMINISTRAÇÃO,0,0,0,5,0,0
6808,ADMINISTRAÇÃO,25,0,1,17,0,1
6820,ADMINISTRAÇÃO,9,1,1,11,0,0
6821,ADMINISTRAÇÃO,5,0,0,6,1,0
6839,ADMINISTRAÇÃO,23,0,3,22,0,1
6987,ADMINISTRAÇÃO,43,0,2,32,0,1
6994,ADMINISTRAÇÃO,53,1,4,40,2,2
7055,ADMINISTRAÇÃO,4,0,0,1,0,0
7120,ADMINISTRAÇÃO,112,7,39,153,11,33
7126,ADMINISTRAÇÃO,36,3,14,38,3,22
7187,ADMINISTRAÇÃO,175,21,15,228,17,25
7272,ADMINISTRAÇÃO,16,1,6,20,1,6
7285,ADMINISTRAÇÃO,9,0,1,15,2,2
7287,ADMINISTRAÇÃO,11,4,3,19,2,5
7293,ADMINISTRAÇÃO,17,0,1,16,0,2
7299,ADMINISTRAÇÃO,14,2,4,40,1,12
7463,ADMINISTRAÇÃO,8,0,0,4,0,0
7502,ADMINISTRAÇÃO,327,21,136,224,30,149
7513,ADMINISTRAÇÃO,148,28,143,190,48,180
7517,ADMINISTRAÇÃO,66,24,64,81,25,102
7621,ADMINISTRAÇÃO,126,28,89,153,34,131
7634,ADMINISTRAÇÃO,120,1,8,162,2,13
7684,ADMINISTRAÇÃO,2,4,1,3,0,2
7724,ADMINISTRAÇÃO,128,5,11,111,0,13
7769,ADMINISTRAÇÃO,3,0,0,1,0,2
7779,ADMINISTRAÇÃO,1,0,2,0,0,0
7835,ADMINISTRAÇÃO,1,0,215,0,0,238
7937,ADMINISTRAÇÃO,8,0,2,9,0,0
8013,ADMINISTRAÇÃO,88,28,52,89,20,60
8046,ADMINISTRAÇÃO,244,14,39,418,11,91
8054,ADMINISTRAÇÃO,0,0,4,9,1,3
8117,ADMINISTRAÇÃO,5,0,4,2,0,4
8139,ADMINISTRAÇÃO,46,8,28,43,3,35
8151,ADMINISTRAÇÃO,33,6,12,42,6,14
8209,ADMINISTRAÇÃO,55,3,11,72,5,15
8246,ADMINISTRAÇÃO,1,0,77,1,0,42
8299,ADMINISTRAÇÃO,319,28,107,217,8,74
8333,ADMINISTRAÇÃO,1,1,6,5,0,5
8365,ADMINISTRAÇÃO,161,35,234,250,40,338
8386,ADMINISTRAÇÃO,15,0,24,14,0,32
8471,ADMINISTRAÇÃO,52,4,112,84,2,128
8490,ADMINISTRAÇÃO,14,1,0,10,0,0
8518,ADMINISTRAÇÃO,8,3,0,12,1,0
8548,ADMINISTRAÇÃO,981,76,45,1192,91,52
8580,ADMINISTRAÇÃO,132,19,51,195,21,65
8762,ADMINISTRAÇÃO,105,3,23,86,1,18
8787,ADMINISTRAÇÃO,5,0,0,5,0,0
8797,ADMINISTRAÇÃO,207,4,12,150,2,14
8802,ADMINISTRAÇÃO,102,1,1,132,0,2
8818,ADMINISTRAÇÃO,38,0,8,45,1,5
8830,ADMINISTRAÇÃO,89,0,2,101,0,4
8964,ADMINISTRAÇÃO,107,3,12,99,5,19
9029,ADMINISTRAÇÃO,3,0,0,1,1,2
9039,ADMINISTRAÇÃO,2,0,1,0,0,0
9098,ADMINISTRAÇÃO,1,0,0,1,0,0
9108,ADMINISTRAÇÃO,1,0,0,1,0,0
9111,ADMINISTRAÇÃO,2,0,1,1,0,0
9119,ADMINISTRAÇÃO,5,0,0,0,0,0
9121,ADMINISTRAÇÃO,5,0,0,3,0,0
9229,ADMINISTRAÇÃO,73,1,0,64,2,2
9273,ADMINISTRAÇÃO,73,1,0,65,1,1
9298,ADMINISTRAÇÃO,11,0,0,8,0,0
9300,ADMINISTRAÇÃO,227,8,0,204,12,1
9313,ADMINISTRAÇÃO,8,0,1,10,1,0
9411,ADMINISTRAÇÃO,4,2,2,2,1,3
9449,ADMINISTRAÇÃO,73,0,1,56,0,0
9461,ADMINISTRAÇÃO,115,19,60,147,23,82
9533,ADMINISTRAÇÃO,1,0,1,2,0,1
9609,ADMINISTRAÇÃO,613,4,5,319,1,6
9641,ADMINISTRAÇÃO,47,1,3,15,0,3
9680,ADMINISTRAÇÃO,3,0,1,4,0,1
9696,ADMINISTRAÇÃO,14,4,15,29,4,28
9718,ADMINISTRAÇÃO,6,0,3,6,2,4
9806,ADMINISTRAÇÃO,111,11,31,127,14,26
9830,ADMINISTRAÇÃO,0,0,0,1,0,1
9898,ADMINISTRAÇÃO,43,4,2,86,0,0
9919,ADMINISTRAÇÃO,179,0,1,295,0,1
9976,ADMINISTRAÇÃO,50,9,53,52,3,49
10033,ADMINISTRAÇÃO,19,0,11,44,3,11
10045,ADMINISTRAÇÃO,215,6,11,214,7,4
10063,ADMINISTRAÇÃO,77,0,2,50,0,4
10075,ADMINISTRAÇÃO,143,2,18,97,2,5
10152,ADMINISTRAÇÃO,151,5,25,167,9,28
10220,ADMINISTRAÇÃO,7,1,0,8,0,1
10226,ADMINISTRAÇÃO,82,10,52,132,19,85
10291,ADMINISTRAÇÃO,67,14,33,82,16,32
10337,ADMINISTRAÇÃO,37,2,6,29,2,2
10393,ADMINISTRAÇÃO,0,0,1,2,1,0
10437,ADMINISTRAÇÃO,69,16,84,96,36,175
10484,ADMINISTRAÇÃO,160,37,134,160,38,171
10491,ADMINISTRAÇÃO,49,35,84,42,39,99
10678,ADMINISTRAÇÃO,152,52,130,149,47,154
10745,ADMINISTRAÇÃO,75,6,11,97,8,16
10807,ADMINISTRAÇÃO,279,28,112,190,12,111
10867,ADMINISTRAÇÃO,743,36,105,466,29,83
10965,ADMINISTRAÇÃO,146,7,12,153,4,11
10989,ADMINISTRAÇÃO,95,4,4,92,0,10
11106,ADMINISTRAÇÃO,87,1,4,95,0,1
11166,ADMINISTRAÇÃO,136,4,35,103,3,23
11201,ADMINISTRAÇÃO,31,2,3,39,5,5
11218,ADMINISTRAÇÃO,112,3,6,48,0,3
11320,ADMINISTRAÇÃO,14,3,7,16,1,2
11601,ADMINISTRAÇÃO,194,19,157,139,17,123
11697,ADMINISTRAÇÃO,57,8,31,56,9,43
11721,ADMINISTRAÇÃO,316,13,169,221,6,163
11879,ADMINISTRAÇÃO,109,14,27,82,15,44
11890,ADMINISTRAÇÃO,67,12,53,57,12,47
11989,ADMINISTRAÇÃO,116,34,222,65,31,170
12112,ADMINISTRAÇÃO,8,3,17,8,2,22
12311,ADMINISTRAÇÃO,112,10,38,51,5,23
12355,ADMINISTRAÇÃO,38,3,17,39,0,25
12572,ADMINISTRAÇÃO,39,0,0,38,1,3
12701,ADMINISTRAÇÃO,147,7,33,170,8,32
12723,ADMINISTRAÇÃO,49,0,14,30,4,14
12724,ADMINISTRAÇÃO,41,6,16,57,6,23
12822,ADMINISTRAÇÃO,172,21,69,128,6,72
12913,ADMINISTRAÇÃO,4,1,3,4,0,2
12921,ADMINISTRAÇÃO,1,0,0,2,1,0
12941,ADMINISTRAÇÃO,110,10,57,89,8,34
13203,ADMINISTRAÇÃO,184,25,152,143,22,169
13322,ADMINISTRAÇÃO,3,5,8,6,2,10
13395,ADMINISTRAÇÃO,379,47,244,242,25,209
13434,ADMINISTRAÇÃO,105,12,78,81,8,84
13455,ADMINISTRAÇÃO,111,19,124,91,12,109
13572,ADMINISTRAÇÃO,26,1,7,27,1,5
13703,ADMINISTRAÇÃO,82,2,4,62,5,5
13852,ADMINISTRAÇÃO,87,3,6,93,6,11
13998,ADMINISTRAÇÃO,8,264,10,7,203,7
14213,ADMINISTRAÇÃO,540,27,49,378,31,31
14365,ADMINISTRAÇÃO,252,12,56,183,14,37
14537,ADMINISTRAÇÃO,8,1,1,10,0,0
14678,ADMINISTRAÇÃO,17,1,3,10,0,3
14693,ADMINISTRAÇÃO,27,1,12,24,3,19
14701,ADMINISTRAÇÃO,34,2,5,42,0,6
14711,ADMINISTRAÇÃO,35,1,4,35,0,3
14719,ADMINISTRAÇÃO,41,3,8,27,2,7
14770,ADMINISTRAÇÃO,0,0,1,1,0,0
14778,ADMINISTRAÇÃO,229,9,35,266,13,48
14870,ADMINISTRAÇÃO,9,0,2,2,0,1
14917,ADMINISTRAÇÃO,118,0,17,133,2,19
14941,ADMINISTRAÇÃO,8,0,0,5,1,0
14943,ADMINISTRAÇÃO,126,0,3,161,0,2
14946,ADMINISTRAÇÃO,64,2,14,67,2,26
15065,ADMINISTRAÇÃO,771,0,1,547,0,0
15130,ADMINISTRAÇÃO,205,1,12,212,2,19
15162,ADMINISTRAÇÃO,2,0,0,8,0,1
15168,ADMINISTRAÇÃO,88,9,10,160,9,18
15172,ADMINISTRAÇÃO,148,10,78,222,8,121
15214,ADMINISTRAÇÃO,97,25,61,193,61,131
15255,ADMINISTRAÇÃO,132,17,67,189,30,135
15259,ADMINISTRAÇÃO,145,20,53,165,35,79
15272,ADMINISTRAÇÃO,123,16,72,102,10,120
15275,ADMINISTRAÇÃO,21,4,4,32,6,10
15323,ADMINISTRAÇÃO,1,0,1,2,0,1
15338,ADMINISTRAÇÃO,30,1,5,23,4,3
15438,ADMINISTRAÇÃO,17,4,45,14,6,42
15445,ADMINISTRAÇÃO,35,4,301,82,9,434
15456,ADMINISTRAÇÃO,4,0,5,0,0,5
15464,ADMINISTRAÇÃO,3,0,3,4,1,1
15474,ADMINISTRAÇÃO,176,7,32,229,6,42
15485,ADMINISTRAÇÃO,110,7,27,217,12,58
15542,ADMINISTRAÇÃO,161,10,40,201,16,75
15548,ADMINISTRAÇÃO,42,3,25,38,2,39
15598,ADMINISTRAÇÃO,231,7,35,170,1,19
15600,ADMINISTRAÇÃO,56,1,13,16,1,6
15655,ADMINISTRAÇÃO,6,0,4,12,4,19
15688,ADMINISTRAÇÃO,85,0,23,67,0,28
15734,ADMINISTRAÇÃO,2,1,2,1,1,5
15830,ADMINISTRAÇÃO,21,1,4,20,0,3
15847,ADMINISTRAÇÃO,15,0,11,11,1,6
15877,ADMINISTRAÇÃO,16,0,4,24,1,6
15979,ADMINISTRAÇÃO,47,2,12,42,3,7
15988,ADMINISTRAÇÃO,22,12,60,21,6,45
16008,ADMINISTRAÇÃO,119,12,26,125,5,45
16090,ADMINISTRAÇÃO,102,11,140,117,4,177
16110,ADMINISTRAÇÃO,1,1,2,7,0,2
16119,ADMINISTRAÇÃO,9,0,2,2,0,4
16146,ADMINISTRAÇÃO,29,13,39,45,22,45
16154,ADMINISTRAÇÃO,3,0,1,3,0,1
16180,ADMINISTRAÇÃO,137,4,1,129,7,0
16204,ADMINISTRAÇÃO,817,5,56,644,3,41
16210,ADMINISTRAÇÃO,53,2,2,52,1,2
16238,ADMINISTRAÇÃO,686,88,532,790,91,654
16311,ADMINISTRAÇÃO,1,0,0,0,0,0
16397,ADMINISTRAÇÃO,31,7,3,19,5,0
16500,ADMINISTRAÇÃO,94,18,70,113,8,101
16619,ADMINISTRAÇÃO,33,0,22,29,1,24
16625,ADMINISTRAÇÃO,21,3,114,20,7,220
16630,ADMINISTRAÇÃO,2,0,1,0,0,0
16638,ADMINISTRAÇÃO,4,2,7,10,3,4
16663,ADMINISTRAÇÃO,177,12,79,197,10,70
16672,ADMINISTRAÇÃO,3,2,15,9,1,15
16677,ADMINISTRAÇÃO,0,0,0,2,0,0
16705,ADMINISTRAÇÃO,23,3,97,20,0,97
16711,ADMINISTRAÇÃO,4,0,2,4,2,6
