curso_codigo,curso_nome,masc_branca,masc_preta,masc_parda,fem_branca,fem_preta,fem_parda
5000715,ABI - ANTROPOLOGIA,0,1,2,0,1,2
2915,ABI - ARTES CÊNICAS,9,3,1,14,0,2
5000645,ABI - ARTES CÊNICAS,29,6,26,41,3,29
5000918,ABI - ARTES CÊNICAS,14,1,6,20,4,16
5001035,ABI - ARTES CÊNICAS,22,10,10,26,4,19
5001112,ABI - ARTES CÊNICAS,19,3,2,41,2,5
5001034,ABI - ARTES PLÁSTICAS,12,2,8,14,1,3
2922,ABI - ARTES VISUAIS,2,0,0,0,0,0
5000699,ABI - ARTES VISUAIS,28,9,21,52,4,28
5000748,ABI - ARTES VISUAIS,17,2,1,33,1,2
5000971,ABI - ARTES VISUAIS,31,0,2,57,2,3
5001026,ABI - ARTES VISUAIS,35,1,12,63,1,9
5001169,ABI - ARTES VISUAIS,24,5,19,36,3,22
5001184,ABI - CIÊNCIA DA COMPUTAÇÃO,38,15,43,7,4,18
5000598,ABI - CIÊNCIAS BIOLÓGICAS,6,1,11,11,1,22
5000608,ABI - CIÊNCIAS BIOLÓGICAS,75,6,25,97,15,37
5000620,ABI - CIÊNCIAS BIOLÓGICAS,116,7,10,189,9,22
5000632,ABI - CIÊNCIAS BIOLÓGICAS,60,9,45,89,12,62
5000646,ABI - CIÊNCIAS BIOLÓGICAS,19,1,15,54,1,33
5000658,ABI - CIÊNCIAS BIOLÓGICAS,65,14,51,74,12,49
5000669,ABI - CIÊNCIAS BIOLÓGICAS,70,4,34,85,14,59
5000745,ABI - CIÊNCIAS BIOLÓGICAS,32,1,5,70,0,5
5000755,ABI - CIÊNCIAS BIOLÓGICAS,50,1,6,64,0,6
5000756,ABI - CIÊNCIAS BIOLÓGICAS,15,2,1,27,0,2
5000765,ABI - CIÊNCIAS BIOLÓGICAS,28,1,4,57,0,8
5000768,ABI - CIÊNCIAS BIOLÓGICAS,25,1,2,41,2,4
5000824,ABI - CIÊNCIAS BIOLÓGICAS,23,0,1,36,2,2
5000847,ABI - CIÊNCIAS BIOLÓGICAS,66,0,4,57,1,8
5000848,ABI - CIÊNCIAS BIOLÓGICAS,55,0,3,52,0,2
5000854,ABI - CIÊNCIAS BIOLÓGICAS,0,0,1,0,0,0
5001027,ABI - CIÊNCIAS BIOLÓGICAS,39,2,6,65,1,7
5001036,ABI - CIÊNCIAS BIOLÓGICAS,28,5,20,42,6,28
5001111,ABI - CIÊNCIAS BIOLÓGICAS,29,1,5,60,5,6
5001117,ABI - CIÊNCIAS BIOLÓGICAS,5,2,25,4,3,48
5001124,ABI - CIÊNCIAS BIOLÓGICAS,14,2,9,17,1,8
5001175,ABI - CIÊNCIAS BIOLÓGICAS,4,0,0,6,1,4
5001259,ABI - CIÊNCIAS BIOLÓGICAS,16,0,4,24,1,8
5001263,ABI - CIÊNCIAS BIOLÓGICAS,15,1,6,25,1,4
5001275,ABI - CIÊNCIAS BIOLÓGICAS,14,0,2,21,1,1
5001313,ABI - CIÊNCIAS BIOLÓGICAS,13,3,5,24,1,6
5001278,ABI - CIÊNCIAS BIOMÉDICAS,14,0,1,29,1,0
44249,ABI - CIÊNCIAS DA NATUREZA,31,10,22,98,24,49
1106847,ABI - CIÊNCIAS DA NATUREZA,37,10,7,43,7,16
2928,ABI - CIÊNCIAS EXATAS,34,1,1,15,2,4
5000602,ABI - CIÊNCIAS SOCIAIS,11,3,12,13,2,12
5000609,ABI - CIÊNCIAS SOCIAIS,10,3,7,7,5,1
5000622,ABI - CIÊNCIAS SOCIAIS,177,8,20,164,9,18
5000635,ABI - CIÊNCIAS SOCIAIS,39,12,33,33,18,39
5000659,ABI - CIÊNCIAS SOCIAIS,31,3,15,24,5,21
5000738,ABI - CIÊNCIAS SOCIAIS,109,5,17,90,7,12
5000746,ABI - CIÊNCIAS SOCIAIS,99,17,17,116,12,27
5000890,ABI - CIÊNCIAS SOCIAIS,38,7,12,30,7,17
5000903,ABI - CIÊNCIAS SOCIAIS,11,5,9,14,2,12
5000922,ABI - CIÊNCIAS SOCIAIS,23,10,15,20,9,22
5001037,ABI - CIÊNCIAS SOCIAIS,50,15,52,69,21,71
5001113,ABI - CIÊNCIAS SOCIAIS,11,4,9,28,5,13
5001116,ABI - CIÊNCIAS SOCIAIS,14,8,33,9,8,35
5001118,ABI - CIÊNCIAS SOCIAIS,6,5,33,8,10,37
5001125,ABI - CIÊNCIAS SOCIAIS,30,0,9,32,5,4
5001312,ABI - CIÊNCIAS SOCIAIS,31,2,11,30,7,10
5001119,ABI - COMPOSIÇÃO E REGÊNCIA,1,1,3,0,0,1
5000682,ABI - COMUNICAÇÃO SOCIAL,94,15,80,170,22,88
5001038,ABI - COMUNICAÇÃO SOCIAL,35,6,41,74,13,36
5000603,ABI - DANÇA,0,0,2,6,0,12
5001266,ABI - DANÇA,0,2,7,5,8,10
5000741,ABI - DESIGN,89,3,7,67,1,5
5001039,ABI - DESIGN,20,5,5,21,1,7
91601,ABI - ECONOMIA EMPRESARIAL E CONTROLADORIA,103,3,4,64,1,1
5000599,ABI - EDUCAÇÃO FÍSICA,11,2,32,10,2,14
5000610,ABI - EDUCAÇÃO FÍSICA,216,31,67,128,20,40
5000751,ABI - EDUCAÇÃO FÍSICA,99,7,4,66,6,5
5000949,ABI - EDUCAÇÃO FÍSICA,7,0,8,8,0,2
5000950,ABI - EDUCAÇÃO FÍSICA,45,3,8,32,1,11
5001028,ABI - EDUCAÇÃO FÍSICA,171,9,18,70,2,13
5001276,ABI - EDUCAÇÃO FÍSICA,108,12,22,69,4,19
5000825,ABI - EDUCAÇÃO FÍSICA E ESPORTE,110,6,6,47,1,3
5000837,ABI - EDUCAÇÃO FÍSICA E ESPORTE,75,3,6,35,4,5
5000612,ABI - ENFERMAGEM,22,8,17,217,46,107
5001126,ABI - ENFERMAGEM,4,0,2,12,4,6
46602,ABI - ENGENHARIA,1259,10,125,300,3,39
5000469,ABI - ENGENHARIA,131,15,65,71,6,35
5000587,ABI - ENGENHARIA,429,74,407,101,24,96
5000630,ABI - ENGENHARIA,707,29,215,288,5,75
5000665,ABI - ENGENHARIA,159,7,64,24,1,4
5000735,ABI - ENGENHARIA,21,24,56,6,9,17
5001187,ABI - ENGENHARIA,201,17,89,117,5,74
5000718,ABI - ENGENHARIA DE ENERGIAS E MEIO AMBIENTE,39,68,19,27,40,13
5001264,ABI - ENGENHARIA DE MINAS,3,2,11,1,1,8
18654,ABI - ENGENHARIA MECÂNICA,79,0,5,9,0,1
5000611,ABI - FILOSOFIA,57,12,19,30,6,10
5000623,ABI - FILOSOFIA,192,8,18,102,4,5
5000660,ABI - FILOSOFIA,39,4,31,13,3,10
5000747,ABI - FILOSOFIA,54,4,21,24,2,4
5000775,ABI - FILOSOFIA,33,5,22,24,1,10
5000891,ABI - FILOSOFIA,32,8,26,26,2,7
5000924,ABI - FILOSOFIA,22,8,22,18,3,13
5001040,ABI - FILOSOFIA,36,12,21,23,3,13
5001115,ABI - FILOSOFIA,5,3,30,6,3,5
5001120,ABI - FILOSOFIA,3,4,18,2,2,6
5001127,ABI - FILOSOFIA,23,1,5,19,1,1
5000948,ABI - FORMAÇÃO INTERDISCIPLINAR,121,49,428,114,43,385
5001025,ABI - FORMAÇÃO INTERDISCIPLINAR,6,2,29,11,6,40
2861,ABI - FÍSICA,143,0,4,24,1,1
2885,ABI - FÍSICA,37,0,4,11,0,0
5000600,ABI - FÍSICA,13,0,29,1,0,8
5000613,ABI - FÍSICA,34,6,13,11,2,4
5000661,ABI - FÍSICA,64,9,51,17,1,13
5000744,ABI - FÍSICA,68,3,16,29,1,6
5000752,ABI - FÍSICA,92,2,7,40,0,1
5001029,ABI - FÍSICA,56,2,7,29,0,6
5001031,ABI - FÍSICA,44,2,11,12,2,3
5001041,ABI - FÍSICA,44,7,28,15,2,8
5001114,ABI - FÍSICA,33,6,71,8,6,16
5001121,ABI - FÍSICA,5,6,26,0,2,1
5000806,"ABI - FÍSICA, MATEMÁTICA/MATEMÁTICA APLICADA E COMPUTACIONAL",187,4,39,40,0,8
5000604,ABI - GEOGRAFIA,9,3,21,9,4,14
5000615,ABI - GEOGRAFIA,151,42,75,98,30,46
5000624,ABI - GEOGRAFIA,152,15,27,91,4,7
5000634,ABI - GEOGRAFIA,45,10,33,26,8,28
5000647,ABI - GEOGRAFIA,52,11,27,31,3,30
5000662,ABI - GEOGRAFIA,61,13,44,21,8,34
5000914,ABI - GEOGRAFIA,6,2,14,4,2,11
5000955,ABI - GEOGRAFIA,24,1,7,24,0,12
5001042,ABI - GEOGRAFIA,39,10,27,12,7,21
5001122,ABI - GEOGRAFIA,1,4,32,1,5,23
5001128,ABI - GEOGRAFIA,16,2,5,8,0,2
5001261,ABI - GEOGRAFIA,100,1,23,54,2,15
5001273,ABI - GEOGRAFIA,47,3,22,37,4,10
5001277,ABI - GEOGRAFIA,77,6,22,42,7,18
5001311,ABI - GEOGRAFIA,45,3,13,16,0,5
5001022,ABI - GESTÃO TERRITORIAL,0,0,71,1,0,97
5000605,ABI - HISTÓRIA,11,1,9,12,1,14
5000616,ABI - HISTÓRIA,143,32,65,128,20,43
5000625,ABI - HISTÓRIA,196,12,22,136,3,12
5000636,ABI - HISTÓRIA,54,10,42,48,5,34
5000689,ABI - HISTÓRIA,108,17,57,156,32,66
5000749,ABI - HISTÓRIA,118,4,21,99,1,17
5000798,ABI - HISTÓRIA,19,4,16,11,1,6
5000892,ABI - HISTÓRIA,39,7,17,36,2,19
5000910,ABI - HISTÓRIA,17,0,6,12,1,12
5001043,ABI - HISTÓRIA,41,4,22,31,11,19
5001105,ABI - HISTÓRIA,28,3,36,28,4,23
5001123,ABI - HISTÓRIA,4,9,18,5,6,14
5001129,ABI - HISTÓRIA,10,1,2,8,0,2
5001157,ABI - HISTÓRIA,30,2,11,17,6,9
5001265,ABI - INSTRUMENTO,0,3,4,0,0,4
46608,ABI - LETRAS,494,23,34,779,22,68
5000606,ABI - LETRAS,6,0,9,4,0,11
5000617,ABI - LETRAS,96,27,51,266,60,83
5000648,ABI - LETRAS,24,3,15,105,8,58
5000739,ABI - LETRAS,34,0,3,96,3,14
5000742,ABI - LETRAS,17,3,6,55,1,10
5000743,ABI - LETRAS,39,6,7,65,6,23
5001106,ABI - LETRAS,110,26,101,180,25,120
5001109,ABI - LETRAS,10,2,21,14,14,81
5001110,ABI - LETRAS,2,3,14,13,10,50
5001309,ABI - LETRAS,21,2,3,54,5,13
5001151,ABI - LETRAS - LÍNGUA PORTUGUESA,13,3,11,35,6,27
5000778,ABI - LETRAS - PORTUGUÊS - ARABE,1,0,4,6,4,6
5000781,ABI - LETRAS - PORTUGUÊS - ESPANHOL,10,4,11,31,15,25
5000893,ABI - LETRAS - PORTUGUÊS - ESPANHOL,12,2,5,20,3,9
5000782,ABI - LETRAS - PORTUGUÊS - FRANCES,14,8,12,39,17,22
5000894,ABI - LETRAS - PORTUGUÊS - FRANCES,8,3,3,11,2,8
5000783,ABI - LETRAS - PORTUGUÊS - GREGO,8,0,5,4,5,8
5000776,ABI - LETRAS - PORTUGUÊS - HEBRAICO,7,1,6,4,4,7
5000785,ABI - LETRAS - PORTUGUÊS - INGLES,39,5,26,96,19,51
5000895,ABI - LETRAS - PORTUGUÊS - INGLES,4,1,2,21,3,6
5001138,ABI - LETRAS - PORTUGUÊS - INGLES,2,0,1,4,0,1
5000784,ABI - LETRAS - PORTUGUÊS - ITALIANO,7,3,8,20,1,26
5001133,ABI - LETRAS - PORTUGUÊS - ITALIANO,5,0,0,5,0,0
5000787,ABI - LETRAS - PORTUGUÊS - JAPONES,6,2,9,10,1,10
5000786,ABI - LETRAS - PORTUGUÊS - LATIM,10,3,13,28,6,23
5000779,ABI - LETRAS - PORTUGUÊS - RUSSO,4,1,8,6,2,2
5000626,ABI - LETRAS ALEMÂO,34,3,7,67,0,6
5000650,ABI - LETRAS ESPANHOL,30,1,6,92,4,14
5000651,ABI - LETRAS FRANCÊS,38,1,4,86,3,6
5001131,ABI - LETRAS FRANCÊS,5,0,0,11,1,2
5001149,ABI - LETRAS FRANCÊS,8,3,16,20,8,16
5000652,ABI - LETRAS INGLÊS,58,3,10,94,4,2
5001132,ABI - LETRAS INGLÊS,7,0,2,7,1,0
5001150,ABI - LETRAS INGLÊS,9,3,8,18,4,16
5000653,ABI - LETRAS ITALIANO,22,2,2,81,5,3
5000654,ABI - LETRAS LÍNGUA PORTUGUESA,128,7,15,343,15,28
5000896,ABI - LETRAS PORTUGUÊS,7,0,2,19,1,10
5001137,ABI - LETRAS PORTUGUÊS,8,0,2,19,1,5
5000777,ABI - LETRAS PORTUGUÊS - ALEMÃO,16,0,10,15,3,6
5001130,ABI - LETRAS PORTUGUÊS E ESPANHOL,2,2,2,8,1,1
5001141,ABI - LETRAS VERNÁCULAS,1,5,6,3,4,39
5001142,ABI - LETRAS VERNÁCULAS E LÍNGUA ESTRANGEIRA MODERNA,1,1,16,6,8,39
5001023,ABI - LICENCIATURA INTERCULTURAL,0,0,83,1,0,78
5001205,ABI - LICENCIATURAS INTERDISCIPLINARES,6,37,93,10,20,76
5001206,ABI - LICENCIATURAS INTERDISCIPLINARES,7,23,69,13,18,70
5001207,ABI - LICENCIATURAS INTERDISCIPLINARES,5,17,60,7,24,75
5000780,ABI - LITERATURAS DE LÍNGUA PORTUGUESA,24,7,29,97,26,64
5001144,ABI - LÍNGUA ESTRANGEIRA,3,1,19,4,12,19
5001143,ABI - LÍNGUA ESTRANGEIRA MODERNA OU CLÁSSICA,0,7,20,5,9,42
5000618,ABI - MATEMÁTICA,2,2,3,2,0,1
5000633,ABI - MATEMÁTICA,28,4,26,18,6,18
5000663,ABI - MATEMÁTICA,31,4,9,17,0,7
5000694,ABI - MATEMÁTICA,6,3,20,5,0,12
5000754,ABI - MATEMÁTICA,50,1,12,30,0,6
5000839,ABI - MATEMÁTICA,27,1,3,15,0,1
5000925,ABI - MATEMÁTICA,21,6,23,11,3,10
5001107,ABI - MATEMÁTICA,43,11,50,29,5,21
5001139,ABI - MATEMÁTICA,3,2,1,3,0,2
5001145,ABI - MATEMÁTICA,4,3,17,0,1,6
5001148,ABI - MATEMÁTICA,37,5,32,20,3,14
5001262,ABI - MATEMÁTICA,72,5,13,49,1,4
5001310,ABI - MATEMÁTICA,9,1,3,4,0,3
2901,ABI - MATEMÁTICA APLICADA,21,1,2,8,0,2
63898,ABI - MATEMÁTICA APLICADA E COMPUTACIONAL,70,5,4,5,2,0
2868,ABI - MEDICINA,47,0,9,32,0,10
64563,ABI - MÚSICA,1,0,0,0,0,0
5001044,ABI - MÚSICA,8,2,1,3,0,1
5001170,ABI - MÚSICA,20,14,22,8,2,16
5001177,ABI - MÚSICA,0,0,1,0,0,0
5001146,ABI - MÚSICA POPULAR,0,0,6,1,0,0
5000649,ABI - PSICOLOGIA,19,1,8,43,1,39
5000911,ABI - PSICOLOGIA,7,1,7,40,8,28
5000926,ABI - PSICOLOGIA,7,3,8,23,6,22
5001045,ABI - PSICOLOGIA,33,5,28,82,12,43
2859,ABI - QUÍMICA,12,0,2,1,0,0
2862,ABI - QUÍMICA,56,1,3,54,3,5
2905,ABI - QUÍMICA,46,2,5,51,1,1
14118,ABI - QUÍMICA,31,6,33,25,6,36
5000601,ABI - QUÍMICA,5,2,19,7,1,24
5000619,ABI - QUÍMICA,36,4,16,44,8,18
5000627,ABI - QUÍMICA,141,1,14,188,4,18
5000656,ABI - QUÍMICA,28,4,24,30,5,21
5000913,ABI - QUÍMICA,6,3,9,19,2,11
5001032,ABI - QUÍMICA,40,5,3,45,0,7
5001140,ABI - QUÍMICA,7,0,3,13,0,3
5001147,ABI - QUÍMICA,1,4,19,9,4,18
5001158,ABI - QUÍMICA,70,3,4,65,1,9
5001159,ABI - QUÍMICA,26,0,10,38,4,15
5001249,ABI - QUÍMICA,58,4,8,47,1,7
5000657,ABI - TEATRO,11,4,11,16,4,9
5000716,ABI - TURISMO,3,0,2,2,0,4
13,ADMINISTRAÇÃO,186,54,188,144,46,172
145,ADMINISTRAÇÃO,335,85,219,274,40,137
305,ADMINISTRAÇÃO,52,14,106,45,20,121
392,ADMINISTRAÇÃO,217,33,376,191,21,410
500,ADMINISTRAÇÃO,49,15,85,34,4,79
683,ADMINISTRAÇÃO,44,3,45,44,1,27
766,ADMINISTRAÇÃO,140,4,21,131,3,14
877,ADMINISTRAÇÃO,19,1,4,32,0,4
960,ADMINISTRAÇÃO,353,23,128,252,19,98
1028,ADMINISTRAÇÃO,204,14,32,162,22,30
1312,ADMINISTRAÇÃO,73,5,14,73,3,14
1442,ADMINISTRAÇÃO,231,24,88,224,24,94
1517,ADMINISTRAÇÃO,28,1,2,25,2,2
1654,ADMINISTRAÇÃO,1782,13,64,1494,16,81
1729,ADMINISTRAÇÃO,476,22,55,429,20,41
1752,ADMINISTRAÇÃO,154,5,19,177,2,12
1767,ADMINISTRAÇÃO,16,2,1,6,0,1
1770,ADMINISTRAÇÃO,122,2,6,127,4,10
1773,ADMINISTRAÇÃO,65,1,5,56,0,6
1774,ADMINISTRAÇÃO,131,4,8,148,1,10
2104,ADMINISTRAÇÃO,4,3,6,1,2,5
2139,ADMINISTRAÇÃO,40,5,8,35,3,5
2305,ADMINISTRAÇÃO,145,13,41,140,6,33
2532,ADMINISTRAÇÃO,336,25,21,329,22,11
2620,ADMINISTRAÇÃO,11,15,3,10,22,4
2900,ADMINISTRAÇÃO,377,3,35,190,2,17
2927,ADMINISTRAÇÃO,237,3,14,123,1,3
3393,ADMINISTRAÇÃO,317,11,43,244,3,45
3488,ADMINISTRAÇÃO,230,15,37,299,16,32
3529,ADMINISTRAÇÃO,35,4,11,52,5,9
3542,ADMINISTRAÇÃO,67,9,7,80,0,4
3558,ADMINISTRAÇÃO,53,13,48,53,11,45
3638,ADMINISTRAÇÃO,132,10,45,151,13,68
3659,ADMINISTRAÇÃO,472,5,23,440,6,29
3776,ADMINISTRAÇÃO,285,2,7,310,0,5
3797,ADMINISTRAÇÃO,67,4,12,81,2,9
3825,ADMINISTRAÇÃO,164,6,21,188,2,31
3833,ADMINISTRAÇÃO,138,7,14,159,1,22
3836,ADMINISTRAÇÃO,89,2,16,107,1,9
3841,ADMINISTRAÇÃO,153,4,10,194,2,10
3862,ADMINISTRAÇÃO,63,6,12,76,0,17
3927,ADMINISTRAÇÃO,645,27,64,755,19,61
3942,ADMINISTRAÇÃO,132,4,12,142,6,10
3946,ADMINISTRAÇÃO,146,2,12,201,8,16
4072,ADMINISTRAÇÃO,4,0,4,8,0,4
4102,ADMINISTRAÇÃO,127,27,163,100,10,138
4190,ADMINISTRAÇÃO,11,0,2,8,0,6
4226,ADMINISTRAÇÃO,77,5,26,112,6,29
4273,ADMINISTRAÇÃO,73,5,2,66,5,12
4296,ADMINISTRAÇÃO,174,1,19,142,3,18
4310,ADMINISTRAÇÃO,206,9,27,219,12,51
4343,ADMINISTRAÇÃO,143,6,24,154,9,46
4489,ADMINISTRAÇÃO,46,4,17,59,2,19
4541,ADMINISTRAÇÃO,111,11,51,83,8,37
4599,ADMINISTRAÇÃO,151,7,23,234,16,38
4699,ADMINISTRAÇÃO,47,1,2,30,0,0
4870,ADMINISTRAÇÃO,55,6,37,77,12,55
4918,ADMINISTRAÇÃO,52,10,7,42,15,5
4946,ADMINISTRAÇÃO,86,23,17,88,25,14
4972,ADMINISTRAÇÃO,40,22,8,64,33,13
5084,ADMINISTRAÇÃO,623,55,199,504,91,184
5112,ADMINISTRAÇÃO,148,4,19,279,6,43
5227,ADMINISTRAÇÃO,16,6,12,28,11,14
5268,ADMINISTRAÇÃO,42,1,0,52,1,2
5310,ADMINISTRAÇÃO,753,5,27,638,7,19
5317,ADMINISTRAÇÃO,54,0,5,25,2,5
5332,ADMINISTRAÇÃO,45,1,3,65,5,3
5337,ADMINISTRAÇÃO,93,6,23,237,12,46
5343,ADMINISTRAÇÃO,5,0,1,9,3,1
5348,ADMINISTRAÇÃO,34,6,18,26,5,18
5381,ADMINISTRAÇÃO,55,18,35,61,14,35
5469,ADMINISTRAÇÃO,62,25,74,93,50,122
5474,ADMINISTRAÇÃO,728,58,217,953,62,319
5567,ADMINISTRAÇÃO,16,1,22,30,6,24
5577,ADMINISTRAÇÃO,23,1,2,18,1,11
5693,ADMINISTRAÇÃO,92,11,22,137,19,48
5735,ADMINISTRAÇÃO,218,33,85,391,44,146
5788,ADMINISTRAÇÃO,116,0,23,177,3,18
5826,ADMINISTRAÇÃO,309,30,162,446,57,330
5884,ADMINISTRAÇÃO,55,1,2,39,3,3
5914,ADMINISTRAÇÃO,43,7,24,71,5,19
5919,ADMINISTRAÇÃO,33,3,10,42,8,15
5958,ADMINISTRAÇÃO,101,7,25,106,10,32
6055,ADMINISTRAÇÃO,46,4,15,42,7,19
6096,ADMINISTRAÇÃO,273,3,13,341,4,27
6115,ADMINISTRAÇÃO,36,3,10,47,5,13
6166,ADMINISTRAÇÃO,361,54,138,650,80,240
6185,ADMINISTRAÇÃO,383,38,113,462,35,136
6241,ADMINISTRAÇÃO,10,1,22,21,5,24
6328,ADMINISTRAÇÃO,100,5,23,181,9,31
6392,ADMINISTRAÇÃO,350,15,42,366,22,73
6461,ADMINISTRAÇÃO,29,2,16,24,6,14
6473,ADMINISTRAÇÃO,196,3,9,152,1,22
6494,ADMINISTRAÇÃO,334,25,134,353,24,155
6577,ADMINISTRAÇÃO,14,0,0,7,1,1
6663,ADMINISTRAÇÃO,150,84,141,228,122,271
6741,ADMINISTRAÇÃO,75,1,3,83,1,0
6749,ADMINISTRAÇÃO,334,6,19,339,9,14
6808,ADMINISTRAÇÃO,51,0,5,40,2,0
6820,ADMINISTRAÇÃO,35,2,3,49,0,2
6821,ADMINISTRAÇÃO,3,0,1,7,1,0
6839,ADMINISTRAÇÃO,45,2,7,59,2,4
6987,ADMINISTRAÇÃO,93,4,5,89,5,4
6994,ADMINISTRAÇÃO,211,12,76,251,8,84
7055,ADMINISTRAÇÃO,86,1,16,107,9,30
7120,ADMINISTRAÇÃO,112,9,42,118,10,44
7126,ADMINISTRAÇÃO,44,4,15,36,5,14
7187,ADMINISTRAÇÃO,137,16,27,209,15,29
7272,ADMINISTRAÇÃO,47,8,21,57,3,42
7285,ADMINISTRAÇÃO,39,4,11,33,3,18
7287,ADMINISTRAÇÃO,49,11,15,66,7,21
7293,ADMINISTRAÇÃO,31,0,8,47,0,10
7299,ADMINISTRAÇÃO,53,2,16,79,2,23
7463,ADMINISTRAÇÃO,135,8,11,70,7,10
7502,ADMINISTRAÇÃO,372,45,180,271,29,170
7513,ADMINISTRAÇÃO,115,20,106,121,28,130
7517,ADMINISTRAÇÃO,74,24,66,79,19,91
7621,ADMINISTRAÇÃO,175,50,178,202,64,235
7634,ADMINISTRAÇÃO,61,2,2,125,1,5
7684,ADMINISTRAÇÃO,18,4,23,19,1,18
7769,ADMINISTRAÇÃO,25,2,14,27,3,18
7779,ADMINISTRAÇÃO,6,1,9,6,1,13
7835,ADMINISTRAÇÃO,51,16,112,43,19,146
7937,ADMINISTRAÇÃO,120,8,32,151,12,67
8013,ADMINISTRAÇÃO,114,34,60,116,21,85
8046,ADMINISTRAÇÃO,540,24,73,794,26,141
8054,ADMINISTRAÇÃO,2,2,10,6,1,17
8117,ADMINISTRAÇÃO,88,18,135,48,19,115
8139,ADMINISTRAÇÃO,40,2,22,32,2,22
8151,ADMINISTRAÇÃO,133,12,67,88,6,47
8209,ADMINISTRAÇÃO,90,5,28,120,10,51
8246,ADMINISTRAÇÃO,23,6,34,8,19,35
8299,ADMINISTRAÇÃO,425,48,155,235,17,91
8333,ADMINISTRAÇÃO,121,24,85,80,17,94
8365,ADMINISTRAÇÃO,124,25,151,124,26,182
8386,ADMINISTRAÇÃO,18,1,26,29,2,35
8471,ADMINISTRAÇÃO,20,2,141,30,5,158
8490,ADMINISTRAÇÃO,83,4,3,78,2,5
8518,ADMINISTRAÇÃO,34,3,1,28,2,3
8548,ADMINISTRAÇÃO,831,70,47,959,82,60
8580,ADMINISTRAÇÃO,298,51,114,435,57,224
8762,ADMINISTRAÇÃO,106,4,33,122,5,33
8787,ADMINISTRAÇÃO,174,7,33,144,4,29
8797,ADMINISTRAÇÃO,164,2,16,152,1,10
8802,ADMINISTRAÇÃO,184,5,6,188,2,9
8818,ADMINISTRAÇÃO,45,0,5,47,1,5
8830,ADMINISTRAÇÃO,75,0,3,94,0,4
8964,ADMINISTRAÇÃO,78,4,13,88,7,31
9029,ADMINISTRAÇÃO,91,3,22,80,2,15
9039,ADMINISTRAÇÃO,24,1,7,16,1,10
9098,ADMINISTRAÇÃO,226,1,2,218,1,1
9108,ADMINISTRAÇÃO,27,0,0,20,0,0
9111,ADMINISTRAÇÃO,17,0,0,17,0,1
9119,ADMINISTRAÇÃO,15,0,0,19,0,1
9121,ADMINISTRAÇÃO,12,0,0,12,0,1
9124,ADMINISTRAÇÃO,33,0,19,47,0,21
9229,ADMINISTRAÇÃO,86,1,3,97,0,4
9273,ADMINISTRAÇÃO,135,4,5,192,9,12
9298,ADMINISTRAÇÃO,58,1,3,112,4,15
9300,ADMINISTRAÇÃO,221,9,5,240,14,8
9313,ADMINISTRAÇÃO,68,1,4,91,3,6
9411,ADMINISTRAÇÃO,18,7,9,24,3,10
9449,ADMINISTRAÇÃO,54,1,2,49,0,2
9461,ADMINISTRAÇÃO,69,13,32,78,16,43
9609,ADMINISTRAÇÃO,450,2,8,234,2,11
9641,ADMINISTRAÇÃO,439,28,71,296,19,68
9680,ADMINISTRAÇÃO,2,0,1,2,0,1
9696,ADMINISTRAÇÃO,48,18,43,77,28,103
9718,ADMINISTRAÇÃO,174,63,203,350,148,386
9806,ADMINISTRAÇÃO,96,10,33,108,14,33
9830,ADMINISTRAÇÃO,0,1,0,0,0,2
9898,ADMINISTRAÇÃO,57,3,1,92,0,1
9919,ADMINISTRAÇÃO,126,0,0,178,0,2
9976,ADMINISTRAÇÃO,56,11,68,50,3,62
10033,ADMINISTRAÇÃO,5,1,6,18,3,11
10045,ADMINISTRAÇÃO,197,7,4,151,2,5
10063,ADMINISTRAÇÃO,45,0,4,19,0,1
10075,ADMINISTRAÇÃO,93,1,7,60,0,5
10152,ADMINISTRAÇÃO,178,11,55,211,12,56
10220,ADMINISTRAÇÃO,210,7,21,183,3,11
10226,ADMINISTRAÇÃO,134,9,70,215,34,135
10291,ADMINISTRAÇÃO,59,4,23,56,18,39
10337,ADMINISTRAÇÃO,95,12,32,147,13,38
10393,ADMINISTRAÇÃO,103,11,33,128,35,49
10437,ADMINISTRAÇÃO,69,18,72,102,38,147
10484,ADMINISTRAÇÃO,157,50,171,192,52,200
10491,ADMINISTRAÇÃO,43,38,77,28,41,84
10678,ADMINISTRAÇÃO,138,46,105,136,47,121
10745,ADMINISTRAÇÃO,59,8,14,92,7,37
10807,ADMINISTRAÇÃO,282,40,178,223,42,201
10867,ADMINISTRAÇÃO,687,37,94,451,26,79
10965,ADMINISTRAÇÃO,166,3,15,170,2,16
10989,ADMINISTRAÇÃO,103,1,7,90,0,6
11106,ADMINISTRAÇÃO,78,1,4,76,0,2
11166,ADMINISTRAÇÃO,143,1,40,116,2,29
11201,ADMINISTRAÇÃO,32,4,8,29,2,14
11218,ADMINISTRAÇÃO,480,20,51,273,9,47
11320,ADMINISTRAÇÃO,25,3,9,19,3,6
11601,ADMINISTRAÇÃO,170,18,149,158,20,145
11697,ADMINISTRAÇÃO,42,9,36,60,5,48
11721,ADMINISTRAÇÃO,390,20,242,264,11,177
11879,ADMINISTRAÇÃO,115,29,100,98,33,107
11890,ADMINISTRAÇÃO,33,10,78,28,12,71
11989,ADMINISTRAÇÃO,112,39,256,63,33,195
12311,ADMINISTRAÇÃO,286,31,224,217,22,185
